Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
3,21,JOHN SIMON,30,11,19,30,2,0,18,1,M2 University of Wisconsin
4,23,JORDAN HYLBERT,31,14,12,26,2,0,0,0,M2 University of Wisconsin
5,20,BLAKE RIPLEY,28,14,12,26,2,0,6,0,M2 University of Wisconsin
6,40,GARRETT BYRD,31,11,14,25,0,0,45,2,M2 University of Wisconsin
7,11,COLIN MOSER,20,13,7,20,0,0,15,2,M2 University of Wisconsin
8,4,JACOB FELDT,31,7,13,20,1,0,21,2,M2 University of Wisconsin
9,3,Lance Breitnauer,28,5,13,18,0,0,16,0,M2 University of Wisconsin
10,22,JOSEPH SIMON,31,4,13,17,1,0,10,1,M2 University of Wisconsin
11,55,NOAH SKILLINGS,29,4,13,17,0,0,10,1,M2 University of Wisconsin
12,14,MICHAEL PEREA,31,9,7,16,1,0,6,0,M2 University of Wisconsin
13,9,BRANDON ZACCARO,20,5,9,14,0,0,59,0,M2 University of Wisconsin
14,26,RYAN ELDER,28,6,7,13,0,1,4,2,M2 University of Wisconsin
15,13,SAM GENTGES,29,2,10,12,1,0,20,0,M2 University of Wisconsin
16,8,LUKE SCHAMMEL,29,5,6,11,1,0,61,0,M2 University of Wisconsin
17,24,JACOB RANHEIM,30,3,8,11,1,0,4,1,M2 University of Wisconsin
18,5,QUINN FRIEDOW,31,3,5,8,1,0,31,1,M2 University of Wisconsin
19,10,SETH GEHRKE,23,3,5,8,0,0,0,0,M2 University of Wisconsin
20,43,LEONARDO NUNN,31,1,7,8,0,0,10,0,M2 University of Wisconsin
21,28,MATTHEW PARMA,23,1,5,6,0,0,0,0,M2 University of Wisconsin
22,36,JUSTIN JACOBY,22,1,3,4,0,0,6,0,M2 University of Wisconsin
23,91,NATHANIEL REHM,23,0,4,4,0,0,2,0,M2 University of Wisconsin
24,16,FRANCIS DELANEY,20,2,0,2,1,0,0,0,M2 University of Wisconsin
25,30,TYLER SCHREITER,14,0,1,1,0,0,0,0,M2 University of Wisconsin
26,19,JARED SCHWALBE,20,0,0,0,0,0,6,0,M2 University of Wisconsin
27,32,SEAN GOSS,17,0,0,0,0,0,0,0,M2 University of Wisconsin
28,31,SHANE RYAN,0,0,0,0,0,0,0,0,M2 University of Wisconsin
0,11,Tyler Berndt,27,38,17,55,3,1,28,1,M2 Winona State University
1,14,Dylan Allamian,28,13,21,34,0,0,39,2,M2 Winona State University
2,15,Nick Sticha,25,7,14,21,1,0,16,2,M2 Winona State University
3,23,Jason Stoulil,28,11,9,20,0,0,2,1,M2 Winona State University
4,19,Dylan Stocker,25,8,10,18,0,0,4,0,M2 Winona State University
5,4,Ben Ehlert,23,2,15,17,0,0,27,0,M2 Winona State University
6,16,Ben Wessel Weinrich,28,9,7,16,0,0,19,1,M2 Winona State University
7,7,Alex Egle,12,7,6,13,0,0,10,0,M2 Winona State University
8,12,Declan Walsh,28,2,11,13,0,0,30,0,M2 Winona State University
9,8,Jack Wroe,26,7,5,12,0,0,26,1,M2 Winona State University
10,3,Alex Boudreau,26,6,5,11,0,0,2,0,M2 Winona State University
11,6,Jesse Norling,8,3,7,10,0,0,4,0,M2 Winona State University
12,18,Kyle Hendrix,28,2,8,10,1,0,10,0,M2 Winona State University
13,2,Luke Shurtleff,23,3,6,9,0,0,14,1,M2 Winona State University
14,0,Dylan Brown,7,3,6,9,0,0,2,0,M2 Winona State University
15,5,Zachary Clark,28,3,4,7,0,0,16,1,M2 Winona State University
16,9,Taylor Rotsaert,19,2,2,4,0,0,4,0,M2 Winona State University
17,0,Drew Kjos,9,1,2,3,0,0,8,0,M2 Winona State University
18,10,Jake Benson,7,1,0,1,0,0,2,0,M2 Winona State University
19,31,Jackson Peterson,14,0,0,0,0,0,2,0,M2 Winona State University
20,31,Kade Gerritson,10,0,0,0,0,0,0,0,M2 Winona State University
21,9,Beau Reckard,6,0,0,0,0,0,10,0,M2 Winona State University
22,17,Jake Tobias,5,0,0,0,0,0,0,0,M2 Winona State University
23,1,Tyler Werne,3,0,0,0,0,0,0,0,M2 Winona State University
0,4,William Kiley,21,7,10,17,1,0,12,2,M2 Army
1,17,Harry Hernberg,21,3,8,11,0,0,18,1,M2 Army
2,24,Timothy Bitsberger,21,6,3,9,0,0,6,0,M2 Army
3,9,Samuel Hepola,19,6,3,9,0,0,38,0,M2 Army
4,28,Jaxon Jones,20,2,7,9,0,0,5,1,M2 Army
5,6,Martin Mcdonald,17,2,5,7,0,0,0,0,M2 Army
6,13,Calvin Mckee,20,2,4,6,0,0,8,0,M2 Army
7,7,Keller Conrow,19,2,3,5,0,0,23,0,M2 Army
8,22,Daniel Walker,15,3,1,4,0,0,6,0,M2 Army
9,27,Alan Salazar,21,3,0,3,1,0,10,0,M2 Army
10,10,Nicholas Liebers,21,2,1,3,1,0,2,0,M2 Army
11,12,Robert Carroll,19,1,1,2,0,0,2,0,M2 Army
12,21,Austin Federici,20,0,1,1,0,0,30,0,M2 Army
13,81,Jett Rademaker,11,0,1,1,0,0,6,0,M2 Army
14,26,Anthony Castino,20,0,0,0,0,0,12,0,M2 Army
15,73,David Martin,20,0,0,0,0,0,2,0,M2 Army
16,2,Patrick Duffy,19,0,0,0,0,0,2,0,M2 Army
17,1,Russell Kraus,15,0,0,0,0,0,0,0,M2 Army
18,19,Joshua Burns,15,0,0,0,0,0,0,0,M2 Army
19,29,Peter Fenton,12,0,0,0,0,0,0,0,M2 Army
20,93,Ben Watson,10,0,0,0,0,0,0,0,M2 Army
21,35,Nicholas Schultz,6,0,0,0,0,0,0,0,M2 Army
22,31,Timothy Kiley,2,0,0,0,0,0,0,0,M2 Army
23,30,Christopher Eno,1,0,0,0,0,0,0,0,M2 Army
0,0,Daniel Higgins,19,7,10,17,1,0,42,2,M2 Bentley University
1,0,Matt Rainey,17,6,10,16,2,0,4,0,M2 Bentley University
2,0,Patrick Borella,19,8,7,15,3,0,10,1,M2 Bentley University
3,0,Curtis Pietropaolo,16,6,6,12,2,0,8,1,M2 Bentley University
4,0,Matt Horton,17,2,6,8,0,0,22,1,M2 Bentley University
5,0,Kyle Browne,6,4,3,7,0,0,4,2,M2 Bentley University
6,0,Chris Taranto,17,3,4,7,0,0,6,2,M2 Bentley University
7,0,Will Case,19,2,5,7,0,0,22,1,M2 Bentley University
8,0,Jack Morretti,12,2,5,7,1,0,4,0,M2 Bentley University
9,0,Ivan Siletskiy,16,4,2,6,0,0,28,1,M2 Bentley University
10,0,Parker Gooden,14,3,3,6,1,0,12,0,M2 Bentley University
11,0,Andrew Sciarretta,20,2,4,6,1,0,10,1,M2 Bentley University
12,0,Nick Disciullo,14,0,6,6,0,0,8,0,M2 Bentley University
13,0,Ryan Noonan,13,4,1,5,0,0,4,0,M2 Bentley University
14,0,Matthew Corrieri,14,3,2,5,0,0,0,0,M2 Bentley University
15,0,Matt Brooks,11,2,3,5,0,0,10,0,M2 Bentley University
16,0,Kevin Murphy,13,1,4,5,0,0,8,0,M2 Bentley University
17,0,Dante Demarco,8,1,4,5,0,0,13,0,M2 Bentley University
18,0,Eric Kruglyak,11,0,5,5,0,0,0,0,M2 Bentley University
19,0,Peter Gagne,11,2,2,4,0,0,14,1,M2 Bentley University
20,0,Cam Bando,9,2,2,4,0,0,8,0,M2 Bentley University
21,0,Will Dahlquist,16,0,4,4,0,0,6,0,M2 Bentley University
22,0,Gerry Jelloe,11,0,2,2,0,0,2,0,M2 Bentley University
23,0,Shane Calhoun,1,1,0,1,0,0,0,0,M2 Bentley University
24,0,Keegan Youngclaus,16,0,1,1,0,0,28,0,M2 Bentley University
25,0,Robert Mcneice,7,0,1,1,0,0,2,0,M2 Bentley University
26,0,Jake Woznyk,9,0,0,0,0,0,0,0,M2 Bentley University
27,0,Nick Cannone,7,0,0,0,0,0,0,0,M2 Bentley University
28,0,Daniel Sheehan,7,0,0,0,0,0,0,0,M2 Bentley University
29,0,Andrew Ghimpeteanu,4,0,0,0,0,0,0,0,M2 Bentley University
30,0,Sebastian Henshaw,3,0,0,0,0,0,0,0,M2 Bentley University
31,0,Ryan Mcauley,2,0,0,0,0,0,0,0,M2 Bentley University
32,0,Jeff Russo,2,0,0,0,0,0,0,0,M2 Bentley University
0,10,Lindy Vicari,25,11,18,29,0,0,10,1,M2 Boston College
1,18,Michael Ball,26,14,11,25,1,0,15,4,M2 Boston College
2,16,Tabor Smith,22,11,11,22,1,0,31,2,M2 Boston College
3,19,Ben Affenito,26,11,8,19,0,0,26,1,M2 Boston College
4,14,Robbie Ryan,21,10,9,19,0,1,2,3,M2 Boston College
5,15,Ryan Farrow,20,7,11,18,1,0,16,0,M2 Boston College
6,17,Michael Nygaard,21,4,12,16,0,0,22,0,M2 Boston College
7,71,Steven Schuhwerk,23,5,10,15,0,0,16,0,M2 Boston College
8,55,Michael Balzarotti,22,8,5,13,0,0,2,3,M2 Boston College
9,6,John Costello,19,6,7,13,1,0,2,0,M2 Boston College
10,24,Alex Grade,20,2,11,13,0,0,18,0,M2 Boston College
11,7,Jimmy Airoldi,12,6,3,9,1,0,2,0,M2 Boston College
12,3,Connor Gilfillan,21,1,7,8,0,0,12,0,M2 Boston College
13,12,John Greco,18,5,2,7,0,0,6,0,M2 Boston College
14,4,Colin Meyers,25,1,5,6,0,0,35,0,M2 Boston College
15,11,Roland Afzelius,20,1,5,6,0,0,12,0,M2 Boston College
16,21,Daniel Stingi,12,2,2,4,0,0,12,0,M2 Boston College
17,28,James Falivene,20,1,3,4,0,0,2,0,M2 Boston College
18,9,Timothy Kelly,17,1,2,3,0,0,8,0,M2 Boston College
19,44,Alex Hone,17,1,2,3,0,0,14,0,M2 Boston College
20,8,Nicolas Pelletier Martinelli,19,0,3,3,0,0,16,0,M2 Boston College
21,27,James Monahan,15,0,3,3,0,0,10,0,M2 Boston College
22,91,William Lavezzorio,4,0,3,3,0,0,0,0,M2 Boston College
23,13,Adam Alt,10,0,2,2,0,0,0,0,M2 Boston College
24,2,Matt Crane,8,0,1,1,0,0,8,0,M2 Boston College
25,1,John Trotto,15,0,0,0,0,0,0,0,M2 Boston College
26,30,Ryan Trueman,5,0,0,0,0,0,0,0,M2 Boston College
27,29,Noah Spiesz,3,0,0,0,0,0,0,0,M2 Boston College
28,25,Natty Heintz,2,0,0,0,0,0,0,0,M2 Boston College
29,0,John Sanborn,0,0,0,0,0,0,0,0,M2 Boston College
30,0,Scott Andreas,0,0,0,0,0,0,0,0,M2 Boston College
31,0,Brian Nadeau,0,0,0,0,0,0,0,0,M2 Boston College
32,31,Jake Walker,0,0,0,0,0,0,0,0,M2 Boston College
0,14,Josh Barton,21,15,17,32,0,1,8,3,M2 Boston University
1,19,Ricky Cronin,21,9,18,27,1,2,6,2,M2 Boston University
2,9,Aaron Greene,20,7,15,22,0,1,14,0,M2 Boston University
3,4,Josh Creelman,21,14,6,20,2,0,6,3,M2 Boston University
4,28,Josh Cohen,19,8,9,17,2,0,4,0,M2 Boston University
5,26,Andrew Miao,18,5,9,14,0,0,29,1,M2 Boston University
6,13,Matt Dresens,16,10,3,13,2,0,14,1,M2 Boston University
7,21,Ryan Farley,17,5,5,10,1,0,4,0,M2 Boston University
8,3,Tim Bukowski,21,1,9,10,0,0,4,0,M2 Boston University
9,23,Paul Menexas,19,3,4,7,1,0,28,0,M2 Boston University
10,15,Dylan Melanson,21,1,6,7,1,0,38,1,M2 Boston University
11,27,Tarin Mcnamara,16,2,4,6,1,0,30,1,M2 Boston University
12,11,Liam Mccarthy,19,1,5,6,0,0,4,0,M2 Boston University
13,17,Peymon Farjam,21,4,1,5,0,0,0,0,M2 Boston University
14,7,Hunter Mahoney,19,2,2,4,0,0,22,0,M2 Boston University
15,18,Andrew Boucher,14,2,2,4,0,0,6,1,M2 Boston University
16,5,Albert Kulikowski,21,1,3,4,0,0,30,0,M2 Boston University
17,25,Hayden Dickerson,12,0,4,4,0,0,10,0,M2 Boston University
18,20,Justin Taylor,18,1,2,3,0,0,8,0,M2 Boston University
19,63,Kevin Roache,11,0,2,2,0,0,0,0,M2 Boston University
20,33,Reed Falkner,5,0,2,2,0,0,2,0,M2 Boston University
21,50,Brandon Neimark,15,0,1,1,0,0,0,0,M2 Boston University
22,73,In Seok Chung,9,0,0,0,0,0,4,0,M2 Boston University
23,30,Guy Piccolo,6,0,0,0,0,0,0,0,M2 Boston University
24,8,Mike Terekhov,5,0,0,0,0,0,2,0,M2 Boston University
25,43,David Childress,2,0,0,0,0,0,0,0,M2 Boston University
26,10,Josh Vergules,1,0,0,0,0,0,2,0,M2 Boston University
27,37,Matt Kim,1,0,0,0,0,0,0,0,M2 Boston University
28,1,Bradley Smith,0,0,0,0,0,0,0,0,M2 Boston University
29,29,Liam Siwik,0,0,0,0,0,0,0,0,M2 Boston University
0,22,Brian Shea,14,8,4,12,1,0,18,1,M2 Bridgewater State University
1,15,Michael Jessman,13,5,7,12,1,0,18,0,M2 Bridgewater State University
2,20,Cody Perry,14,7,3,10,0,1,8,0,M2 Bridgewater State University
3,14,Corey Woodward,14,3,7,10,1,0,18,0,M2 Bridgewater State University
4,25,Liam Comeau,14,2,7,9,0,0,4,0,M2 Bridgewater State University
5,23,Cam Anderson,15,4,3,7,0,0,10,0,M2 Bridgewater State University
6,21,Thomas Martin,15,3,3,6,1,0,70,0,M2 Bridgewater State University
7,5,Liam Capra,13,2,2,4,0,0,6,0,M2 Bridgewater State University
8,10,Ryan Colby,12,0,3,3,0,0,0,0,M2 Bridgewater State University
9,7,Nick Napolitano,8,0,3,3,0,0,4,0,M2 Bridgewater State University
10,12,Cam Obrien,14,1,1,2,0,0,27,1,M2 Bridgewater State University
11,4,Tyler Harrington,7,1,1,2,0,0,2,0,M2 Bridgewater State University
12,8,Ryan Raphael,15,0,2,2,0,0,21,0,M2 Bridgewater State University
13,29,Chris Ryan,14,0,2,2,0,0,16,0,M2 Bridgewater State University
14,27,Luca Scioletti,13,0,2,2,0,0,4,0,M2 Bridgewater State University
15,19,Zak Labonte,11,1,0,1,0,0,4,0,M2 Bridgewater State University
16,24,Andrew Kreamer,10,1,0,1,1,0,18,0,M2 Bridgewater State University
17,2,Steven Shipman,5,1,0,1,0,0,2,0,M2 Bridgewater State University
18,16,Korey Howard,4,1,0,1,0,0,0,0,M2 Bridgewater State University
19,16,Nate Zmarlicki,8,0,1,1,0,0,0,0,M2 Bridgewater State University
20,13,Colin Reddy,6,0,1,1,0,0,12,0,M2 Bridgewater State University
21,17,Colin Gillis,14,0,0,0,0,0,6,0,M2 Bridgewater State University
22,30,Christian Cellini,12,0,0,0,0,0,0,0,M2 Bridgewater State University
23,28,Anthony Delsignore,11,0,0,0,0,0,0,0,M2 Bridgewater State University
24,11,Anthony Comito,10,0,0,0,0,0,0,0,M2 Bridgewater State University
25,2,Thomas Mccuddy,5,0,0,0,0,0,2,0,M2 Bridgewater State University
26,3,Peter Panagopoulos,5,0,0,0,0,0,0,0,M2 Bridgewater State University
27,3,Peter Varasso,3,0,0,0,0,0,0,0,M2 Bridgewater State University
28,31,Jack Meyer,3,0,0,0,0,0,0,0,M2 Bridgewater State University
29,19,Luke Mayo,1,0,0,0,0,0,0,0,M2 Bridgewater State University
0,18,Tyler Reynolds,22,26,15,41,8,2,70,4,M2 Bryant University
1,17,Malthe Helt,24,17,13,30,6,0,8,1,M2 Bryant University
2,8,Matthew Toner,21,11,11,22,4,1,19,2,M2 Bryant University
3,16,Alexander Uva,24,8,12,20,3,0,20,0,M2 Bryant University
4,22,Matthew Ricci,23,3,14,17,0,1,10,2,M2 Bryant University
5,7,Ronald Williams,21,3,14,17,1,0,12,0,M2 Bryant University
6,9,Matthew Mancini,23,8,8,16,1,0,37,0,M2 Bryant University
7,19,Kyle Roberts,23,8,6,14,1,1,19,1,M2 Bryant University
8,21,Tyler Oakes,24,4,8,12,1,1,37,1,M2 Bryant University
9,6,Connor Henderson,20,4,6,10,1,0,18,0,M2 Bryant University
10,13,Matthew Hulse,24,2,7,9,0,0,10,1,M2 Bryant University
11,29,Nicholas Glass,21,3,5,8,0,0,10,1,M2 Bryant University
12,24,John Maloney,18,2,6,8,0,0,53,0,M2 Bryant University
13,10,Brian Cavanaugh,22,2,5,7,0,0,90,0,M2 Bryant University
14,2,Nicholas Bisson,20,1,6,7,0,0,16,0,M2 Bryant University
15,23,Colin Bourne,13,3,3,6,0,0,6,0,M2 Bryant University
16,20,Jason Bishop,11,2,4,6,0,0,10,0,M2 Bryant University
17,12,Robert Lombardi,23,0,4,4,0,0,34,0,M2 Bryant University
18,14,Gregory Bourque,20,1,2,3,0,0,14,0,M2 Bryant University
19,44,Patrick Curley,10,2,0,2,0,1,2,0,M2 Bryant University
20,4,Jimmy Harootian,12,1,0,1,0,0,4,0,M2 Bryant University
21,1,Derek Dattero,18,0,1,1,0,0,0,0,M2 Bryant University
22,15,Gino Ramasci,10,0,1,1,0,0,17,0,M2 Bryant University
23,3,Andrew Debuis,6,0,0,0,0,0,4,0,M2 Bryant University
24,28,Jason Ziegler,6,0,0,0,0,0,4,0,M2 Bryant University
25,26,Tyler Guillemette,5,0,0,0,0,0,0,0,M2 Bryant University
26,3,AJ Mckearney,4,0,0,0,0,0,0,0,M2 Bryant University
27,30,Camron OConnor,4,0,0,0,0,0,0,0,M2 Bryant University
28,25,Dylan Clark,2,0,0,0,0,0,0,0,M2 Bryant University
29,35,Luke Laforest,2,0,0,0,0,0,0,0,M2 Bryant University
30,27,Conlin Duffy,1,0,0,0,0,0,0,0,M2 Bryant University
0,9,Kevin Murphy,28,17,17,34,3,0,40,1,M2 Central Connecticut State Univ.
1,25,William Mckinley,23,18,10,28,5,0,12,1,M2 Central Connecticut State Univ.
2,6,Spencer Segui,23,4,20,24,2,0,69,0,M2 Central Connecticut State Univ.
3,12,Ryan Berry,27,10,10,20,2,0,22,1,M2 Central Connecticut State Univ.
4,14,Mason Boyhen,24,8,8,16,0,0,45,1,M2 Central Connecticut State Univ.
5,11,John Jensen,27,4,12,16,0,0,4,0,M2 Central Connecticut State Univ.
6,13,Luca Dipaola,28,6,9,15,0,0,24,1,M2 Central Connecticut State Univ.
7,22,Nate Mcintyre,28,2,6,8,2,0,6,1,M2 Central Connecticut State Univ.
8,10,Jason Mckinley,22,1,3,4,0,0,0,0,M2 Central Connecticut State Univ.
9,18,Jameson Steinhardt,9,1,3,4,0,0,8,0,M2 Central Connecticut State Univ.
10,23,Cameron Sardinskas,28,1,2,3,0,0,10,0,M2 Central Connecticut State Univ.
11,24,Riley Zimmerman,22,1,1,2,0,0,16,0,M2 Central Connecticut State Univ.
12,7,Max Halberg,25,0,2,2,0,0,10,0,M2 Central Connecticut State Univ.
13,2,Andrew Decasperis,27,0,1,1,0,0,14,0,M2 Central Connecticut State Univ.
14,3,Tyler Luedee,23,0,1,1,0,0,45,0,M2 Central Connecticut State Univ.
15,21,Jake Audibert,16,0,1,1,0,0,12,0,M2 Central Connecticut State Univ.
16,1,Jared Apfelbaum,9,0,1,1,0,0,0,0,M2 Central Connecticut State Univ.
17,16,Cameron OConnor,1,0,1,1,0,0,2,0,M2 Central Connecticut State Univ.
18,20,Jamie Montesi,25,0,0,0,0,0,18,0,M2 Central Connecticut State Univ.
19,30,Michael Adorno,20,0,0,0,0,0,4,0,M2 Central Connecticut State Univ.
20,15,Ricky Schoelles,15,0,0,0,0,0,2,0,M2 Central Connecticut State Univ.
21,17,Christian Davidson,11,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
22,16,Brett Smith,7,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
23,31,Matthew Beckoff,5,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
24,8,Jeff Strakosch,4,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
25,10,James Huften,2,0,0,0,0,0,4,0,M2 Central Connecticut State Univ.
26,5,Max Lagasse,1,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
27,0,Jonathan Sweeney,1,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
28,8,Mason Cipriano,1,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
29,17,Zach Smith,1,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
30,18,Zach White,1,0,0,0,0,0,0,0,M2 Central Connecticut State Univ.
0,27.0,Jordan Willis,13,6,16,22,2,0,6,0,M2 Clarkson University
1,2.0,Cullin Anastasia,12,11,8,19,4,0,0,0,M2 Clarkson University
2,20.0,Elliott Fletcher,13,5,10,15,0,0,4,2,M2 Clarkson University
3,14.0,Colby Brouillette,6,8,6,14,3,0,0,2,M2 Clarkson University
4,65.0,Jared Pignone,13,6,6,12,1,0,6,1,M2 Clarkson University
5,9.0,Jerome Bazile,13,2,10,12,0,0,2,1,M2 Clarkson University
6,42.0,Spencer Swain,13,4,7,11,2,0,0,2,M2 Clarkson University
7,28.0,Nathan Frye,13,6,4,10,1,0,4,1,M2 Clarkson University
8,77.0,Tanner Cioffi,9,2,6,8,0,0,10,0,M2 Clarkson University
9,34.0,Brian Woellmer,12,3,4,7,0,0,10,0,M2 Clarkson University
10,,,3,4,2,6,0,0,0,0,M2 Clarkson University
11,22.0,James Heinike,12,1,4,5,0,0,6,0,M2 Clarkson University
12,36.0,Jay Considine,3,1,4,5,0,0,0,0,M2 Clarkson University
13,19.0,Mark Yorkey,12,3,1,4,0,0,4,0,M2 Clarkson University
14,4.0,Nathan Rice,8,2,1,3,0,0,2,0,M2 Clarkson University
15,16.0,Sam Burley,13,0,2,2,0,0,0,0,M2 Clarkson University
16,10.0,Jacob Montepeluso,12,0,2,2,0,0,0,0,M2 Clarkson University
17,47.0,Robert Stephens,12,0,2,2,0,0,16,0,M2 Clarkson University
18,55.0,Nick Kozsan,1,0,2,2,0,0,0,0,M2 Clarkson University
19,21.0,Thomas Novitsky,12,0,1,1,0,0,2,0,M2 Clarkson University
20,7.0,Shaun Galbato,5,0,1,1,0,0,2,0,M2 Clarkson University
21,88.0,Cole Butkovsky,4,0,1,1,0,0,0,0,M2 Clarkson University
22,39.0,Shawn Schneider,8,0,0,0,0,0,0,0,M2 Clarkson University
23,26.0,Brian Allen,7,0,0,0,0,0,2,0,M2 Clarkson University
24,13.0,Grey Pfefferkorn,5,0,0,0,0,0,0,0,M2 Clarkson University
25,33.0,Charles Flynn,4,0,0,0,0,0,0,0,M2 Clarkson University
26,70.0,Joey Brown,3,0,0,0,0,0,0,0,M2 Clarkson University
27,0.0,Noah Vincelette,2,0,0,0,0,0,0,0,M2 Clarkson University
28,0.0,Rocoo Cannata,1,0,0,0,0,0,0,0,M2 Clarkson University
0,37,Bryant Lai,19,15,11,26,6,0,2,2,M2 College of Holy Cross
1,2,Patrick Driscoll,18,5,15,20,1,0,20,0,M2 College of Holy Cross
2,20,Conor Joslin,17,8,7,15,2,0,10,1,M2 College of Holy Cross
3,4,Jack Cary,17,4,10,14,2,0,14,0,M2 College of Holy Cross
4,73,Michael Landolphi,16,5,7,12,0,0,2,0,M2 College of Holy Cross
5,7,Matt Brosseau,18,2,6,8,2,0,12,0,M2 College of Holy Cross
6,15,Mitch Grenier,17,3,2,5,0,0,25,0,M2 College of Holy Cross
7,19,Nathan Fydenkevez,18,4,0,4,1,0,0,1,M2 College of Holy Cross
8,24,Cameron Curley,17,1,2,3,1,0,2,0,M2 College of Holy Cross
9,11,Jack Chaffee,16,1,2,3,1,0,2,0,M2 College of Holy Cross
10,10,Cole Mcgowen,12,1,2,3,0,1,4,0,M2 College of Holy Cross
11,26,Jimmy Mannin,3,0,3,3,0,0,2,0,M2 College of Holy Cross
12,23,Kevin Morrissey,18,1,1,2,0,0,4,1,M2 College of Holy Cross
13,13,Jim Murphy,4,1,1,2,0,0,0,0,M2 College of Holy Cross
14,92,Ryan Camille,14,0,2,2,0,0,4,0,M2 College of Holy Cross
15,21,Patrick Dolan,8,0,2,2,0,0,7,0,M2 College of Holy Cross
16,9,Donny Ganim,9,1,0,1,0,0,19,0,M2 College of Holy Cross
17,8,Michael Melch,2,1,0,1,0,0,0,0,M2 College of Holy Cross
18,3,Dylan Healy,14,0,1,1,0,0,6,0,M2 College of Holy Cross
19,22,Michael Stanton,11,0,1,1,0,0,4,0,M2 College of Holy Cross
20,70,William Huntress,18,0,0,0,0,0,4,0,M2 College of Holy Cross
21,5,Aiden Braun,10,0,0,0,0,0,4,0,M2 College of Holy Cross
22,16,Matt Cafarella,8,0,0,0,0,0,6,0,M2 College of Holy Cross
23,5,Riley Benner,7,0,0,0,0,0,0,0,M2 College of Holy Cross
24,18,John Conlon,4,0,0,0,0,0,0,0,M2 College of Holy Cross
25,1,Christian Mulgrew,1,0,0,0,0,0,0,0,M2 College of Holy Cross
26,35,Matt Coughlin,0,0,0,0,0,0,0,0,M2 College of Holy Cross
0,0,Michael Riley,15,12,6,18,0,1,2,0,M2 Connecticut College
1,0,Ian Semon,17,4,12,16,0,0,8,1,M2 Connecticut College
2,81,Malcolm Bohan,10,7,3,10,1,1,10,0,M2 Connecticut College
3,0,Michael Pantera,15,5,4,9,2,0,4,0,M2 Connecticut College
4,0,Jake Corcoran,15,4,5,9,0,0,14,0,M2 Connecticut College
5,0,Ian Kosovsky,17,3,3,6,0,0,8,0,M2 Connecticut College
6,0,Matthew Giuttari,14,4,1,5,1,0,14,0,M2 Connecticut College
7,25,Clayton Geuss,5,1,4,5,0,0,2,0,M2 Connecticut College
8,0,Tyler Giorgio,6,2,2,4,0,0,2,1,M2 Connecticut College
9,0,Kevin Fellows,10,1,3,4,0,0,4,0,M2 Connecticut College
10,0,Michael Card,17,1,2,3,0,0,2,0,M2 Connecticut College
11,0,William Oleary,7,1,2,3,0,0,0,0,M2 Connecticut College
12,0,Zach Mccrystal,14,0,3,3,0,0,8,0,M2 Connecticut College
13,0,Henry Norris,3,2,0,2,0,0,13,0,M2 Connecticut College
14,81,Brian MacSweeney,2,2,0,2,0,0,0,0,M2 Connecticut College
15,55,Brendan Russ,3,1,1,2,0,0,10,0,M2 Connecticut College
16,0,Tucker Alissi,5,1,0,1,0,0,2,0,M2 Connecticut College
17,0,Eric Pica,3,1,0,1,0,0,6,0,M2 Connecticut College
18,15,Michael Riley,3,1,0,1,0,0,4,0,M2 Connecticut College
19,0,Leo Saitz,11,0,1,1,0,0,0,0,M2 Connecticut College
20,0,Gordon Gurnell,9,0,1,1,0,0,12,0,M2 Connecticut College
21,0,Anthony Mancini,1,0,1,1,0,0,0,0,M2 Connecticut College
22,0,Dareios Linss,14,0,0,0,0,0,8,0,M2 Connecticut College
23,0,Timothy Pesek,10,0,0,0,0,0,0,0,M2 Connecticut College
24,0,Matthew Park,7,0,0,0,0,0,0,0,M2 Connecticut College
25,0,Matthew Parent,5,0,0,0,0,0,6,0,M2 Connecticut College
26,0,Ben Lewis,5,0,0,0,0,0,2,0,M2 Connecticut College
27,0,John Mcgee,4,0,0,0,0,0,0,0,M2 Connecticut College
28,0,Peter Marshall,4,0,0,0,0,0,0,0,M2 Connecticut College
29,0,Bailey Aust,4,0,0,0,0,0,0,0,M2 Connecticut College
30,0,Matthew Connolly,3,0,0,0,0,0,14,0,M2 Connecticut College
31,0,Bryan Connell,3,0,0,0,0,0,2,0,M2 Connecticut College
32,0,Jack Rutter,2,0,0,0,0,0,0,0,M2 Connecticut College
33,0,Ryan Keelan,2,0,0,0,0,0,2,0,M2 Connecticut College
34,0,Connor Simpson,1,0,0,0,0,0,0,0,M2 Connecticut College
0,1,Christopher Rodrigues,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
1,2,Matt Mocker,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
2,4,Joshua Parrella,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
3,5,Dawson Normington,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
