Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
1,26,Justin Tiso,27,23,24,47,6,3,18,3,M2 Rider University
2,12,Thomas Evan,27,16,13,29,11,0,22,1,M2 Rider University
3,65,Nicholas Leelum,27,12,16,28,5,0,67,1,M2 Rider University
4,18,Michael Dalfarra,26,4,12,16,2,0,27,2,M2 Rider University
5,27,John Martino,23,6,7,13,0,1,40,0,M2 Rider University
6,14,Donald Sucher,17,3,10,13,1,0,14,1,M2 Rider University
7,43,Edward Coyne,27,3,9,12,1,0,16,0,M2 Rider University
8,88,David Lee,26,3,9,12,2,0,6,0,M2 Rider University
9,24,Dylan Quinn,27,6,5,11,0,0,38,1,M2 Rider University
10,98,Michael Klein,16,4,7,11,1,0,8,1,M2 Rider University
11,22,Tyler Giwerowski,26,5,4,9,1,0,8,1,M2 Rider University
12,15,Crawford Kauffman,27,3,5,8,0,0,42,0,M2 Rider University
13,23,Nicholas Ruggero,25,1,5,6,0,0,23,1,M2 Rider University
14,73,Michael Jinks,22,2,3,5,1,0,10,0,M2 Rider University
15,3,Frank Christiano,27,1,0,1,0,0,4,0,M2 Rider University
16,10,Jared Roy,27,0,1,1,0,0,20,0,M2 Rider University
17,36,Alessandro Mancuso,26,0,1,1,0,0,10,0,M2 Rider University
18,34,Angelo Perri,14,0,1,1,0,0,2,0,M2 Rider University
19,37,Brandon Skolnick,5,0,1,1,0,0,0,0,M2 Rider University
20,7,Brendan Convery,24,0,0,0,0,0,0,0,M2 Rider University
21,53,Anthony Olivio,15,0,0,0,0,0,2,0,M2 Rider University
22,8,Justin Davis,13,0,0,0,0,0,2,0,M2 Rider University
23,30,Eric Lineman,9,0,0,0,0,0,2,0,M2 Rider University
24,13,Declan Smith,5,0,0,0,0,0,0,0,M2 Rider University
25,35,Adam Godfrey,3,0,0,0,0,0,2,0,M2 Rider University
26,1,David Vanhorn,1,0,0,0,0,0,0,0,M2 Rider University
27,11,Eric Hoffman,1,0,0,0,0,0,0,0,M2 Rider University
0,25,Ryan Conlin,21,28,26,54,8,0,20,4,M2 Rowan University
1,14,Bobby Penrod,20,21,17,38,4,0,30,4,M2 Rowan University
2,19,Anthony Dellerose,14,15,16,31,3,1,23,4,M2 Rowan University
3,20,Nicholas Ramos,21,12,17,29,1,1,10,1,M2 Rowan University
4,13,Trevor Rucci,20,9,18,27,6,1,40,3,M2 Rowan University
5,21,Chris Conlin,18,11,10,21,2,0,37,1,M2 Rowan University
6,12,Sam Ahern,21,6,11,17,1,1,24,0,M2 Rowan University
7,27,Matthew Meldrum,20,4,12,16,0,0,16,0,M2 Rowan University
8,22,Thurston Schon,14,6,7,13,1,2,9,0,M2 Rowan University
9,2,Jared Cohen,14,2,6,8,0,1,14,0,M2 Rowan University
10,15,Alex Ahern,20,1,6,7,0,0,2,0,M2 Rowan University
11,5,Jarret Strickon,20,0,4,4,0,0,10,0,M2 Rowan University
12,4,Jarred Krasner,14,0,4,4,0,0,38,0,M2 Rowan University
13,6,Mike Deford,13,2,1,3,0,0,0,0,M2 Rowan University
14,7,Ryan Echavarria,20,1,2,3,0,0,2,0,M2 Rowan University
15,29,CJ Castorina,19,1,2,3,0,0,6,0,M2 Rowan University
16,23,Jake Kelley,15,1,2,3,0,0,8,0,M2 Rowan University
17,10,Colin Sullo,18,0,3,3,0,0,20,0,M2 Rowan University
18,17,Frank Christy,17,0,2,2,0,0,14,0,M2 Rowan University
19,3,Brendan Milliken,19,1,0,1,0,0,10,0,M2 Rowan University
20,26,Luc Froio,16,1,0,1,0,0,0,0,M2 Rowan University
21,9,Steven Kanakaris,13,1,0,1,0,0,8,0,M2 Rowan University
22,8,John Fogelman,10,1,0,1,0,0,2,0,M2 Rowan University
23,36,AJ Colella,12,0,0,0,0,0,0,0,M2 Rowan University
24,35,Kyle Rink,10,0,0,0,0,0,0,0,M2 Rowan University
25,30,Jerah Siegal,1,0,0,0,0,0,0,0,M2 Rowan University
0,16,Anthony Margiotta,18,14,13,27,2,0,28,2,M2 Rutgers University
1,11,Ryan Hille,18,10,13,23,4,0,18,1,M2 Rutgers University
2,98,Branden Kushnir,16,8,10,18,3,0,20,0,M2 Rutgers University
3,25,Kyle Smith,17,7,11,18,4,0,14,0,M2 Rutgers University
4,19,Joshua LoGiudice,18,7,7,14,0,1,2,3,M2 Rutgers University
5,83,Nicholas Monticchio,18,4,10,14,0,0,6,0,M2 Rutgers University
6,17,Timothy Bizub,18,5,8,13,1,0,16,0,M2 Rutgers University
7,8,Timothy Anzano,18,4,9,13,1,1,6,0,M2 Rutgers University
8,9,Douglas Fischer,16,4,6,10,0,1,8,2,M2 Rutgers University
9,2,Sean Murphy,18,2,8,10,1,0,26,0,M2 Rutgers University
10,4,Anthony Poppalardo,15,4,5,9,2,0,10,1,M2 Rutgers University
11,21,Thomas Bruckman,18,1,5,6,0,0,32,0,M2 Rutgers University
12,10,Paul Stryker,16,3,2,5,0,0,8,0,M2 Rutgers University
13,7,Connor Zrinko,13,3,2,5,1,0,4,0,M2 Rutgers University
14,63,Christian Hoppeler,13,2,3,5,0,0,5,1,M2 Rutgers University
15,44,Robert Proko,14,3,0,3,0,0,4,0,M2 Rutgers University
16,3,Justin Dalonzo,13,2,1,3,0,1,4,0,M2 Rutgers University
17,12,Brian Mazur,16,0,3,3,0,0,6,0,M2 Rutgers University
18,0,Luke Ciocca,9,2,0,2,0,0,2,0,M2 Rutgers University
19,5,Kevin Mccoy,17,0,2,2,0,0,16,0,M2 Rutgers University
20,93,Sean Ely,9,0,2,2,0,0,0,0,M2 Rutgers University
21,88,Steven Gibilisco,15,0,1,1,0,0,0,0,M2 Rutgers University
22,97,Trevor Smolsky,8,0,1,1,0,0,0,0,M2 Rutgers University
23,35,Matthew Dalonzo,2,0,1,1,0,0,0,0,M2 Rutgers University
24,26,Zachary Baker,11,0,0,0,0,0,6,0,M2 Rutgers University
25,13,Corbin Divenuto,5,0,0,0,0,0,0,0,M2 Rutgers University
26,0,James Nitti,3,0,0,0,0,0,0,0,M2 Rutgers University
27,0,Kier Hunt,0,0,0,0,0,0,0,0,M2 Rutgers University
0,2,Edmund Corvelli,19,26,14,40,8,0,2,5,M2 Saint Josephs University
1,22,Francis Mcveigh,19,11,21,32,3,1,6,0,M2 Saint Josephs University
2,10,Will Egbert,19,12,16,28,2,1,42,3,M2 Saint Josephs University
3,19,Cade Macbeth,17,4,10,14,3,0,6,0,M2 Saint Josephs University
4,8,Liam Morgan,19,6,3,9,1,0,8,2,M2 Saint Josephs University
5,11,Griffin Pierce,19,6,2,8,1,0,2,1,M2 Saint Josephs University
6,5,Rocco Maniaci,19,1,4,5,0,0,20,0,M2 Saint Josephs University
7,93,Derrick Ciesielka,18,0,5,5,0,0,12,0,M2 Saint Josephs University
8,12,Evan Macdougall,18,0,4,4,0,0,24,0,M2 Saint Josephs University
9,91,Patrick Hoffman,18,1,2,3,0,0,19,0,M2 Saint Josephs University
10,26,Michael Sasso,19,0,3,3,0,0,18,0,M2 Saint Josephs University
11,18,Zachary Marzo,15,1,1,2,0,0,2,0,M2 Saint Josephs University
12,24,Nick Deandrade,7,1,1,2,0,0,0,0,M2 Saint Josephs University
13,30,Michael Haldeman,6,1,1,2,1,0,0,0,M2 Saint Josephs University
14,14,Sean Obeirne,19,0,2,2,0,0,10,0,M2 Saint Josephs University
15,21,Alex Anderson,6,0,1,1,0,0,6,0,M2 Saint Josephs University
16,15,Tyler Finerty,16,0,0,0,0,0,4,0,M2 Saint Josephs University
17,9,Paul Argiriou,14,0,0,0,0,0,0,0,M2 Saint Josephs University
18,17,Brennan Yeabsley,14,0,0,0,0,0,0,0,M2 Saint Josephs University
19,25,Conor Brown,14,0,0,0,0,0,2,0,M2 Saint Josephs University
20,48,Pety Buontempo,14,0,0,0,0,0,0,0,M2 Saint Josephs University
21,68,Edward Bacon,12,0,0,0,0,0,0,0,M2 Saint Josephs University
22,72,Troy Stefano,12,0,0,0,0,0,2,0,M2 Saint Josephs University
23,1,Edward Bowen,2,0,0,0,0,0,0,0,M2 Saint Josephs University
24,3,Colin Powell,1,0,0,0,0,0,0,0,M2 Saint Josephs University
25,35,Marco Farley,0,0,0,0,0,0,0,0,M2 Saint Josephs University
0,55,Thomas Healy,18,14,10,24,7,0,10,3,M2 Seton Hall University
1,34,Cam Toussaint,18,11,5,16,1,1,26,0,M2 Seton Hall University
2,3,Benjamin Bala,17,4,7,11,2,0,27,0,M2 Seton Hall University
3,6,Nick Serapiglia,18,3,8,11,0,1,20,1,M2 Seton Hall University
4,29,Nick Mangano,18,4,5,9,0,0,8,0,M2 Seton Hall University
5,25,Luke Kirkowski,19,2,7,9,0,0,8,0,M2 Seton Hall University
6,12,Jeremy Grabiec,18,5,3,8,1,0,10,1,M2 Seton Hall University
7,33,Justin Petracco,19,0,6,6,0,0,0,0,M2 Seton Hall University
8,9,Hayden Rossi,19,2,3,5,1,0,18,0,M2 Seton Hall University
9,26,Tanner Purcel,19,1,4,5,0,0,2,0,M2 Seton Hall University
10,72,Jenson Labrecque,17,2,2,4,0,0,12,1,M2 Seton Hall University
11,21,Max Allen,13,0,3,3,0,0,16,0,M2 Seton Hall University
12,39,Keegan Sullivan,13,2,0,2,1,0,0,0,M2 Seton Hall University
13,4,Robert Anderson,18,1,1,2,0,0,10,0,M2 Seton Hall University
14,40,Joseph Winkle,18,1,1,2,0,0,2,0,M2 Seton Hall University
15,27,John Zabriskie,17,0,2,2,0,0,0,0,M2 Seton Hall University
16,70,Trevor Levine,17,0,0,0,0,0,0,0,M2 Seton Hall University
17,16,Ryne Herzfeld,16,0,0,0,0,0,0,0,M2 Seton Hall University
18,32,Ryan Westerfield,12,0,0,0,0,0,0,0,M2 Seton Hall University
19,37,Kyle Stephens,12,0,0,0,0,0,2,0,M2 Seton Hall University
20,30,Joseph Carbone,11,0,0,0,0,0,0,0,M2 Seton Hall University
21,43,Adam Spitz,7,0,0,0,0,0,10,0,M2 Seton Hall University
22,22,Matthew Melfi,5,0,0,0,0,0,0,0,M2 Seton Hall University
23,31,John Mccarthy,5,0,0,0,0,0,0,0,M2 Seton Hall University
0,72,Brandon Scholze,25,14,12,26,4,0,76,3,M2 Stevenson University
1,10,Mark Bowen,23,10,16,26,1,0,32,1,M2 Stevenson University
2,25,Brian Hodges,25,8,14,22,1,0,30,1,M2 Stevenson University
3,23,Ian Malone,25,11,9,20,2,0,10,1,M2 Stevenson University
4,4,Brenden Jesse,24,9,9,18,1,0,8,1,M2 Stevenson University
5,13,Thomas Foschini,24,9,9,18,3,1,40,1,M2 Stevenson University
6,14,Joshua Watterson,24,5,13,18,0,0,4,0,M2 Stevenson University
7,71,Gary Matyok,25,7,8,15,4,0,24,1,M2 Stevenson University
8,6,Joe Kittelberger,23,3,9,12,2,0,27,0,M2 Stevenson University
9,17,Val Ramage,24,6,5,11,0,0,62,1,M2 Stevenson University
10,18,Aaron Rovenolt,25,2,8,10,2,0,8,0,M2 Stevenson University
11,68,Jake Vance,21,4,3,7,1,0,2,0,M2 Stevenson University
12,5,Kenneth Burkhardt,25,1,2,3,0,0,14,0,M2 Stevenson University
13,31,Pierce Dushenko,22,0,3,3,0,0,2,0,M2 Stevenson University
14,57,Daniel Tregobov,15,1,1,2,0,0,6,0,M2 Stevenson University
15,16,Dylan Candleana,25,0,2,2,0,0,28,0,M2 Stevenson University
16,7,Trevor Hunt,24,0,2,2,0,0,14,0,M2 Stevenson University
17,24,Eric Bennett,15,1,0,1,0,0,21,1,M2 Stevenson University
18,26,Jakob Klemash Kresge,22,0,1,1,0,0,2,0,M2 Stevenson University
19,9,Skip Carter,12,0,1,1,0,0,2,0,M2 Stevenson University
20,28,Jake Sholders,17,0,0,0,0,0,2,0,M2 Stevenson University
21,51,Ben Fino,14,0,0,0,0,0,0,0,M2 Stevenson University
22,21,Connor Melvin,12,0,0,0,0,0,0,0,M2 Stevenson University
23,30,David Shahady,6,0,0,0,0,0,0,0,M2 Stevenson University
24,37,Marcelo Palacios,2,0,0,0,0,0,0,0,M2 Stevenson University
0,96,Kristopher Hastings,30,25,16,41,6,3,32,3,M2 The College of New Jersey
1,19,Anthony DeAlto,30,13,23,36,1,0,38,2,M2 The College of New Jersey
2,11,Jameson Dugan,30,14,12,26,5,0,34,1,M2 The College of New Jersey
3,9,Travis Beni,28,6,20,26,3,0,18,2,M2 The College of New Jersey
4,25,Dan Martin,30,10,13,23,5,0,8,3,M2 The College of New Jersey
5,3,Marc Tietjen,30,9,14,23,8,0,32,2,M2 The College of New Jersey
6,28,Matt Lojewski,31,6,14,20,3,0,14,2,M2 The College of New Jersey
7,21,Andrew Summa,28,6,14,20,0,0,24,0,M2 The College of New Jersey
8,53,Andrew Lem,30,3,16,19,0,0,22,0,M2 The College of New Jersey
9,12,JP Kelly,18,14,4,18,2,1,24,1,M2 The College of New Jersey
10,93,Ryan Anderson,31,6,12,18,2,0,12,0,M2 The College of New Jersey
11,97,Michael Hannigan,28,3,9,12,1,0,2,0,M2 The College of New Jersey
12,23,Patrick Coyle,31,6,3,9,2,0,2,1,M2 The College of New Jersey
13,26,Kevin Broskie,27,3,3,6,0,0,2,0,M2 The College of New Jersey
14,7,Lawrence Krugliak,28,2,4,6,0,0,39,2,M2 The College of New Jersey
15,75,Logan Viducic,30,2,2,4,0,0,22,1,M2 The College of New Jersey
16,44,Patrick Willever,28,2,2,4,0,0,2,0,M2 The College of New Jersey
17,55,Sean Leonard,25,1,3,4,0,0,0,0,M2 The College of New Jersey
18,10,Glenn Puzo,21,1,1,2,0,0,0,0,M2 The College of New Jersey
19,51,John Green,16,1,1,2,0,0,0,0,M2 The College of New Jersey
20,5,Chris Cantelmo,29,0,2,2,0,0,4,0,M2 The College of New Jersey
21,70,Michael Lojewski,22,0,0,0,0,0,2,0,M2 The College of New Jersey
22,8,Daniel Dorokhin,21,0,0,0,0,0,16,0,M2 The College of New Jersey
23,56,Nick Pontoriero,10,0,0,0,0,0,0,0,M2 The College of New Jersey
24,38,Maverick Reiner,9,0,0,0,0,0,0,0,M2 The College of New Jersey
25,34,Nicholas Montemarano,2,0,0,0,0,0,0,0,M2 The College of New Jersey
0,17,Kevin Harris,17,14,5,19,1,0,6,3,M2 United States Naval Academy
1,2,Jack Martensen,17,4,6,10,1,0,8,0,M2 United States Naval Academy
2,9,Tom Mcgowan,16,3,5,8,0,0,6,0,M2 United States Naval Academy
3,16,Cameron Dean,17,3,2,5,1,0,0,0,M2 United States Naval Academy
4,21,Lincoln Jones,17,3,2,5,0,0,0,0,M2 United States Naval Academy
5,20,Jack Mclaughlin,16,0,5,5,0,0,10,0,M2 United States Naval Academy
6,12,Ian Coyne,14,3,1,4,0,0,6,0,M2 United States Naval Academy
7,19,Luke Ostrowski,14,3,1,4,1,0,27,1,M2 United States Naval Academy
8,29,Garrett Hamilton,16,1,3,4,0,0,2,0,M2 United States Naval Academy
9,6,Nicolas Galup,14,0,4,4,0,0,6,0,M2 United States Naval Academy
10,15,Ryan Samotis,15,2,1,3,0,1,4,0,M2 United States Naval Academy
11,5,Banrjee,14,2,1,3,0,0,4,0,M2 United States Naval Academy
12,11,Owen Norton,17,1,2,3,0,0,28,0,M2 United States Naval Academy
13,4,Maxwell Shuman,16,1,2,3,1,0,4,0,M2 United States Naval Academy
14,26,Cullen Crowley,17,0,2,2,0,0,24,0,M2 United States Naval Academy
15,8,Nate Hersom,15,1,0,1,0,0,2,0,M2 United States Naval Academy
16,24,Sean Bowman,13,0,1,1,0,0,0,0,M2 United States Naval Academy
17,22,Emmett Jenkins,12,0,1,1,0,0,4,0,M2 United States Naval Academy
18,28,Sal Ciolino,8,0,1,1,0,0,2,0,M2 United States Naval Academy
19,10,Connor Meadows,5,0,1,1,0,0,0,0,M2 United States Naval Academy
20,30,Skippy Sheldon,17,0,0,0,0,0,2,0,M2 United States Naval Academy
21,18,Francis Thomas,16,0,0,0,0,0,4,0,M2 United States Naval Academy
22,1,Nick Gordon,2,0,0,0,0,0,0,0,M2 United States Naval Academy
0,19,Dominic Conte,20,21,13,34,5,1,8,0,M2 University of Akron
1,9,Jordan Campbell,20,11,13,24,2,0,30,1,M2 University of Akron
2,10,Justin Eles,21,12,11,23,0,0,14,3,M2 University of Akron
3,18,Cameron Wilson,21,8,14,22,1,0,4,1,M2 University of Akron
4,97,Kyle Gavin,21,4,9,13,2,0,20,1,M2 University of Akron
5,13,Evan Yaist,20,5,7,12,1,0,6,0,M2 University of Akron
6,26,Jake Schlosser,9,5,7,12,0,0,0,1,M2 University of Akron
7,45,Colt Reynolds,10,7,4,11,0,1,14,0,M2 University of Akron
8,25,John Dunn,19,7,3,10,0,0,33,2,M2 University of Akron
9,12,Evan Acino,21,6,3,9,0,0,49,1,M2 University of Akron
10,54,Peter Moukoulis,21,3,6,9,1,1,18,1,M2 University of Akron
11,82,Josh Emery,20,4,3,7,1,0,4,1,M2 University of Akron
12,11,Ryan Kalmar,21,2,4,6,0,0,19,0,M2 University of Akron
13,7,Nicolai Kolasinski,17,0,6,6,0,0,27,0,M2 University of Akron
14,41,Gage Glassner,20,1,4,5,0,0,0,0,M2 University of Akron
15,48,Jake Raymore,13,1,2,3,1,0,6,0,M2 University of Akron
16,28,Ian Faherty,18,1,0,1,0,0,4,0,M2 University of Akron
17,29,Carsen Burkhart,19,0,1,1,0,0,0,0,M2 University of Akron
18,61,Noah Polanski,13,0,1,1,0,0,0,0,M2 University of Akron
19,1,Zach Maxwell,2,0,0,0,0,0,0,0,M2 University of Akron
0,17,Brandon Armstrong,27,25,29,54,9,1,4,5,M2 University of Cincinnati
1,24,Danny Mateja,27,22,31,53,10,0,31,2,M2 University of Cincinnati
2,16,Dillon Scammon,26,12,20,32,6,0,34,2,M2 University of Cincinnati
3,22,Ryan Murphy,16,17,13,30,5,0,16,1,M2 University of Cincinnati
4,19,Jimmy Bursinger,27,13,11,24,5,1,10,4,M2 University of Cincinnati
5,12,Steve LeVasseur,27,7,15,22,3,0,4,0,M2 University of Cincinnati
6,21,Chase Nicholson,26,7,14,21,2,0,41,0,M2 University of Cincinnati
7,27,Luke Larbes,10,10,9,19,1,0,2,0,M2 University of Cincinnati
8,14,Sam Dorff,27,4,15,19,2,0,6,1,M2 University of Cincinnati
9,25,George Zimmerer,25,2,11,13,0,0,8,0,M2 University of Cincinnati
10,3,Nathan Cesarski,8,0,11,11,0,0,8,0,M2 University of Cincinnati
11,15,Raman Hliabovich,13,3,4,7,1,0,4,0,M2 University of Cincinnati
12,4,Ben Tocci,23,1,5,6,0,0,26,0,M2 University of Cincinnati
13,20,Jacob Guptill,25,0,6,6,0,0,8,0,M2 University of Cincinnati
14,10,Elias Aidun,24,3,2,5,0,0,2,1,M2 University of Cincinnati
15,28,Nathan Andrade,7,3,2,5,1,0,4,0,M2 University of Cincinnati
16,11,John von Keyserling,23,2,3,5,0,1,26,0,M2 University of Cincinnati
17,13,Spencer Macdonald,27,1,4,5,0,1,8,0,M2 University of Cincinnati
18,9,Britton Anderson,18,0,5,5,0,0,4,0,M2 University of Cincinnati
19,5,Logan Rossiter,7,1,3,4,0,1,25,0,M2 University of Cincinnati
20,18,Kieran Brosnan,25,0,3,3,0,0,8,0,M2 University of Cincinnati
21,23,Will Lemmink,10,0,2,2,0,0,4,0,M2 University of Cincinnati
22,2,Kyle Ryan,8,0,2,2,0,0,2,0,M2 University of Cincinnati
23,6,Jacob Murray,11,1,0,1,0,0,4,0,M2 University of Cincinnati
24,7,Jason Murray,8,1,0,1,0,0,2,0,M2 University of Cincinnati
25,26,Ben Schneiberg,8,1,0,1,0,0,4,0,M2 University of Cincinnati
26,8,Gerard Niermann,9,0,1,1,0,0,6,0,M2 University of Cincinnati
27,1,Ian Cozby,18,0,0,0,0,0,0,0,M2 University of Cincinnati
28,29,Jay Kiplinger,13,0,0,0,0,0,0,0,M2 University of Cincinnati
29,30,Zachary Wissenbach,0,0,0,0,0,0,0,0,M2 University of Cincinnati
0,21,Erik Chidester,22,22,13,35,4,1,8,1,M2 University of Dayton
1,61,Matt Vild,24,11,16,27,5,1,57,0,M2 University of Dayton
2,16,Herk Marcinkevicius,16,6,8,14,1,0,15,0,M2 University of Dayton
3,11,Will Meusel,23,6,4,10,2,0,17,0,M2 University of Dayton
4,18,Anthony Martine,16,3,7,10,2,0,2,0,M2 University of Dayton
5,17,Ethan Macula,15,2,8,10,2,0,0,0,M2 University of Dayton
6,20,Declan OLeary,23,4,4,8,1,0,18,1,M2 University of Dayton
7,4,Trevor Burrola,23,2,5,7,0,0,8,0,M2 University of Dayton
8,15,Bobby Bradley,23,2,5,7,0,0,6,0,M2 University of Dayton
9,12,Kyle Cocquyt,6,2,5,7,1,0,0,0,M2 University of Dayton
10,26,Kyle Krueger,24,3,3,6,0,1,4,1,M2 University of Dayton
11,19,Ryan Briggs,19,2,2,4,0,0,10,0,M2 University of Dayton
12,23,Kevin Bishop,12,2,2,4,1,0,18,0,M2 University of Dayton
13,27,Jake Clark,22,1,3,4,0,0,18,0,M2 University of Dayton
14,9,Ricky Phillips,13,1,2,3,1,0,20,0,M2 University of Dayton
15,8,Nick Trageser,7,1,1,2,0,0,6,0,M2 University of Dayton
16,3,Alex Studnicka,24,0,1,1,0,0,30,0,M2 University of Dayton
17,13,Joey Duford,22,0,1,1,0,0,4,0,M2 University of Dayton
18,6,Mike Langbein,24,0,0,0,0,0,6,0,M2 University of Dayton
19,14,Brandon Hines,23,0,0,0,0,0,8,0,M2 University of Dayton
20,2,Moises Palacios,20,0,0,0,0,0,6,0,M2 University of Dayton
21,1,Jack Studnicka,16,0,0,0,0,0,0,0,M2 University of Dayton
22,25,JP Gaccione,8,0,0,0,0,0,6,0,M2 University of Dayton
23,33,Jamie Dziurdzik,6,0,0,0,0,0,0,0,M2 University of Dayton
24,30,Zach Schmidt,5,0,0,0,0,0,0,0,M2 University of Dayton
25,24,Jack Miller,4,0,0,0,0,0,0,0,M2 University of Dayton
26,28,Ben Webster,3,0,0,0,0,0,2,0,M2 University of Dayton
27,29,Adam Sartschev,0,0,0,0,0,0,0,0,M2 University of Dayton
0,28,Shane Moran,26,11,17,28,2,0,6,2,M2 University of Delaware
1,27,Ryan Johnson,26,12,11,23,2,0,20,1,M2 University of Delaware
2,17,Devin Leblanc,26,12,10,22,7,1,14,0,M2 University of Delaware
3,16,Calvin Raymore,27,8,10,18,2,0,20,2,M2 University of Delaware
4,5,Kyle Sapia,25,6,8,14,2,0,14,0,M2 University of Delaware
5,2,Andrew Marciniak,26,6,6,12,2,0,16,1,M2 University of Delaware
6,24,Eddie Martorella,25,6,6,12,1,1,51,2,M2 University of Delaware
7,14,Ben Bergman,26,5,7,12,1,0,26,1,M2 University of Delaware
8,8,Ryan Lowe,22,3,8,11,1,0,13,0,M2 University of Delaware
9,6,Larry Hooper,17,3,8,11,2,0,2,1,M2 University of Delaware
10,12,Matt Tofte,27,2,7,9,0,0,8,0,M2 University of Delaware
11,22,Shawn Camisa,22,1,6,7,0,0,6,0,M2 University of Delaware
12,15,Dylan Pasley,17,4,2,6,0,1,12,0,M2 University of Delaware
13,20,Dylan Green,24,2,4,6,0,0,10,0,M2 University of Delaware
14,4,Adrian Rodriguez,27,1,5,6,1,0,33,0,M2 University of Delaware
15,21,Tyler Swift,24,2,3,5,1,0,26,0,M2 University of Delaware
16,23,Trevor Early,15,2,3,5,0,0,16,1,M2 University of Delaware
17,9,Evan Cassady,10,1,4,5,0,0,6,0,M2 University of Delaware
18,11,Will Jowett,10,4,0,4,1,0,4,0,M2 University of Delaware
19,10,Bobby Labrosse,15,3,1,4,0,0,24,0,M2 University of Delaware
20,25,Patrick Swain,13,2,2,4,0,0,8,1,M2 University of Delaware
21,7,Dylan Johnson,13,1,2,3,0,0,4,0,M2 University of Delaware
22,32,Michael Nauman,16,0,2,2,0,0,10,0,M2 University of Delaware
23,13,Nicholas Petrus,13,1,0,1,0,0,23,0,M2 University of Delaware
24,3,Conor Riley,8,1,0,1,0,0,4,0,M2 University of Delaware
25,35,Stephen Odgers,26,0,0,0,0,0,2,0,M2 University of Delaware
26,18,Dylan Knox,21,0,0,0,0,0,21,0,M2 University of Delaware
27,31,Justin Nevinger,2,0,0,0,0,0,0,0,M2 University of Delaware
28,1,Max Flink,0,0,0,0,0,0,0,0,M2 University of Delaware
29,33,Nickon Yazdani,0,0,0,0,0,0,0,0,M2 University of Delaware
30,33,James Palmeri,0,0,0,0,0,0,0,0,M2 University of Delaware
0,13,Gary Eastlack,22,23,13,36,4,2,28,5,M2 University of Kentucky
1,2,Jimmy Kasch,23,6,15,21,1,1,8,0,M2 University of Kentucky
2,8,Max Proctor,21,11,5,16,1,1,8,0,M2 University of Kentucky
3,15,Zach Bartuce,23,4,8,12,0,0,71,1,M2 University of Kentucky
4,5,Tim Burke,22,3,7,10,0,0,24,1,M2 University of Kentucky
5,54,Jeff Tyrakowski,22,7,2,9,1,0,12,1,M2 University of Kentucky
6,3,JR Poole,18,6,3,9,1,0,24,1,M2 University of Kentucky
7,47,Eamonn Mulkern,21,2,7,9,0,0,2,0,M2 University of Kentucky
8,24,Ryan Huesman,23,3,5,8,3,0,17,1,M2 University of Kentucky
9,10,Zach Householder,20,3,5,8,1,0,10,1,M2 University of Kentucky
10,11,Matt Pakkala,18,3,5,8,0,0,8,1,M2 University of Kentucky
11,22,Burke Ruel,23,3,4,7,0,0,20,0,M2 University of Kentucky
12,19,Mike DeAngelis,16,3,2,5,0,0,6,0,M2 University of Kentucky
13,7,Ty Brandt,15,1,4,5,0,0,10,0,M2 University of Kentucky
14,37,Blake Gray,22,1,1,2,1,0,27,0,M2 University of Kentucky
15,18,Jack Higgins,7,0,2,2,0,0,4,0,M2 University of Kentucky
16,46,Kaden Boots,21,1,0,1,0,0,22,0,M2 University of Kentucky
17,17,Blake Riley,18,1,0,1,0,0,40,0,M2 University of Kentucky
18,20,Eric Molitor,17,1,0,1,0,0,4,0,M2 University of Kentucky
19,12,Peter Dolan,10,1,0,1,0,0,0,0,M2 University of Kentucky
20,26,Alex Georgopulos,9,1,0,1,0,0,0,0,M2 University of Kentucky
21,6,Conor Gilbert,5,0,1,1,0,0,4,0,M2 University of Kentucky
22,29,Samuel Tucker,11,0,0,0,0,0,2,0,M2 University of Kentucky
23,39,Eric Williams,10,0,0,0,0,0,0,0,M2 University of Kentucky
24,21,Colby Couture,8,0,0,0,0,0,16,0,M2 University of Kentucky
25,30,Jeff Ison,6,0,0,0,0,0,0,0,M2 University of Kentucky
26,39,Eric Williams,3,0,0,0,0,0,0,0,M2 University of Kentucky
27,25,Stephen Lumpp,2,0,0,0,0,0,2,0,M2 University of Kentucky
28,90,Bradley Koster,1,0,0,0,0,0,0,0,M2 University of Kentucky
29,31,Jacob Gray,0,0,0,0,0,0,0,0,M2 University of Kentucky
30,84,Ian Moran,0,0,0,0,0,0,0,0,M2 University of Kentucky
0,11,Yannis Soukas,24,23,21,44,9,1,26,6,M2 University of Louisville
1,8,Bailey Emery,33,12,20,32,5,0,20,1,M2 University of Louisville
2,17,Colton Ryan,34,6,22,28,1,0,32,1,M2 University of Louisville
3,12,Zach Burkhart,34,11,15,26,2,0,14,0,M2 University of Louisville
4,20,Michael Holmes,34,8,15,23,1,0,24,0,M2 University of Louisville
5,21,Jacob Cicalese,31,7,6,13,0,0,43,1,M2 University of Louisville
6,19,Ryan Cobb,22,4,6,10,1,0,12,0,M2 University of Louisville
7,16,Noah Tambolleo,34,3,6,9,0,0,4,0,M2 University of Louisville
8,26,Jack Scott,33,3,6,9,1,0,78,0,M2 University of Louisville
9,14,Bret Piotti,34,4,3,7,1,0,16,0,M2 University of Louisville
10,2,Kevin Millea,31,4,3,7,1,0,69,0,M2 University of Louisville
