,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
2473,11,14,Jack Lineberry,22,2,7,9,1,0,2,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2474,12,12,Brandon Kwestel,14,5,2,7,0,0,0,2,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2475,13,24,Andrew Ebersol,18,3,4,7,1,0,21,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2476,14,9,Brian Brown,16,2,4,6,0,0,18,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2477,15,2,Justyn Segarra,18,1,5,6,1,0,21,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2478,16,3,Alex Vineyard,20,2,2,4,0,0,6,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2479,17,13,Alex Hoyen,9,0,4,4,0,0,2,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2480,18,4,Joey Luffy,11,0,2,2,0,0,0,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2481,19,18,Jimmy Gold,9,0,2,2,0,0,2,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2482,20,30,Declan Rooney,13,0,0,0,0,0,0,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2483,21,29,Jeff Hubbard,12,0,0,0,0,0,4,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2484,22,23,Ryan Antkowiak,11,0,0,0,0,0,2,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2485,23,17,Patrick Graney,9,0,0,0,0,0,0,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2486,24,37,Neven Dyer,9,0,0,0,0,0,0,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2487,25,1,Jakhari Desphy,2,0,0,0,0,0,0,0,M2 Ohio State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team723005.png
2488,0,0,Nicholas Carretta,23,11,11,22,4,0,4,1,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
2489,1,0,Brendan Cullura,21,5,12,17,0,0,41,1,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
2490,2,0,Mason Yenchar,13,11,5,16,6,0,22,1,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
2491,3,0,Ryan Bruss,23,12,3,15,1,0,35,2,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
2492,4,0,Mason Schmitt,13,6,8,14,3,0,33,0,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
2493,5,0,Patrick Daniels,23,1,10,11,0,0,56,1,M2 Ohio University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514126.gif
