,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
557,14,3,Ryan Jordan,31,2,8,10,0,0,48,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
558,15,22,Reed Hedin,27,1,8,9,0,0,8,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
559,16,27,Dalton Hiemer,21,1,8,9,0,0,22,1,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
560,17,19,Addison Helgaas,21,4,4,8,0,0,27,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
561,18,17,Louis Gerzin,23,2,1,3,0,0,22,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
562,19,14,Maximilian Zborowski,22,0,2,2,0,0,10,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
563,20,30,Jordan Elliott,24,0,1,1,0,0,2,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
564,21,8,Riley Giauque,4,0,1,1,0,0,8,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
565,22,21,Devon Kelly,2,0,1,1,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
566,23,1,Ryan Bielenberg,8,0,0,0,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
567,24,0,Peter Griffin,2,0,0,0,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
568,25,0,Jackson Nesmoe,2,0,0,0,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
569,26,0,Evan Anderson,2,0,0,0,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
570,27,28,Erik Fitzgerald,2,0,0,0,0,0,0,0,M2 North Dakota State,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514118.gif
571,0,8,Luke Rohrbacher,26,10,15,25,0,2,20,1,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
572,1,2,Bode Buseth,24,8,11,19,0,0,32,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
573,2,14,Eric Farley,24,9,8,17,0,0,4,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
574,3,26,Brian Mcclure,26,8,8,16,0,1,24,3,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
575,4,16,Justin Pantle,24,6,10,16,1,0,25,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
576,5,19,Jake Gatenby,13,6,2,8,0,0,14,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
577,6,11,Maksim Gruzdev,9,6,2,8,0,0,16,1,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
578,7,11,Anton Kidmark,8,5,3,8,0,1,10,1,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
579,8,91,Jacob Ratton,24,1,7,8,1,0,35,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
580,9,12,Sam Frishman,24,1,5,6,0,0,8,1,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
581,10,15,Nolan Kremer,23,1,5,6,0,0,37,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
582,11,18,James Corbett,22,1,4,5,0,0,34,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
583,12,5,Aidan Bohaczek,23,2,1,3,1,0,14,2,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
584,13,9,Max Koch,23,0,3,3,0,0,10,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
585,14,21,Cade Fernstrum,16,2,0,2,0,0,10,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
586,15,88,Tyler Goodman,23,0,2,2,0,0,4,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
587,16,17,Drake Danzer,25,1,0,1,0,0,6,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
588,17,55,Dalton Zdebski,6,1,0,1,0,0,4,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
589,18,6,Seth Fichter,14,0,1,1,0,0,0,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
590,19,72,Jake Vandenberg,24,0,0,0,0,0,0,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
591,20,4,Blake Jackson,20,0,0,0,0,0,4,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
592,21,0,Chris Bryce,17,0,0,0,0,0,0,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
593,22,27,Eli Tomalka,6,0,0,0,0,0,8,0,M2 Northern Michigan University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754171.png
594,0,7,Dan Oliszewicz,28,17,14,31,3,1,47,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
595,1,9,Alec Curry,24,11,17,28,0,0,12,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
596,2,80,Jeremy Lochow,28,13,11,24,0,0,22,2,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
597,3,72,Brandon Prodoehl,28,10,10,20,0,0,30,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
598,4,13,Cole Bocock,29,8,11,19,1,0,45,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
599,5,40,Jack Sarzynski,21,11,6,17,0,0,52,2,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
600,6,24,Drake Ott,28,4,10,14,2,0,49,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
601,7,18,Frankie Hornburg,22,6,5,11,1,0,18,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
602,8,52,Connor Hinterser,26,4,4,8,1,0,66,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
603,9,71,Jack Murphy,28,1,7,8,0,0,8,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
604,10,88,Michael Deady,28,1,7,8,0,0,8,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
605,11,63,Xavier Schell,29,2,5,7,0,0,23,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
606,12,14,Nicholas Anthony,25,2,4,6,0,0,22,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
607,13,29,James Bugajski,28,1,4,5,0,0,14,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
608,14,10,Brandon Fisher,11,1,4,5,0,0,14,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
609,15,12,Ethan Bukowski,24,3,1,4,0,0,0,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
610,16,19,Hunter Jones,19,2,2,4,0,0,33,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
611,17,21,Brandon Hurtt,6,0,4,4,0,0,0,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
612,18,33,Kyle Fritz,27,0,0,0,0,0,0,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
613,19,20,Zander Zafiro,6,0,0,0,0,0,5,0,M2 Purdue Northwest,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team756768.png
614,0,16,Anthony Trankina,27,11,20,31,2,0,6,1,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
615,1,9,Elliot Fafinski,25,15,15,30,4,2,4,4,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
616,2,8,Kyle Werniak,27,10,7,17,2,0,66,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
617,3,19,Jack Bieniek,27,8,8,16,1,1,32,1,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
618,4,20,Jeremey Quast,27,5,10,15,0,1,25,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
619,5,5,Collin Davis,27,6,5,11,1,0,35,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
620,6,7,Anthony Bavaro,23,5,6,11,1,0,8,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
621,7,13,Motohiro Hobara,26,3,5,8,0,0,24,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
622,8,18,Mitch Bayers,27,4,3,7,0,0,6,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
623,9,15,Nicholas Lupacchino,27,3,4,7,1,0,42,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
624,10,24,Connor Wiegel,25,4,2,6,1,0,24,1,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
625,11,14,Rocco Garnello,11,2,3,5,0,0,29,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
626,12,4,Robert Harrison,26,1,3,4,0,0,50,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
627,13,21,Stanislaw Karpiesiuk,14,0,3,3,0,0,18,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
628,14,2,Kyle Gardner,24,0,2,2,0,0,13,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
629,15,25,Matt Greco,6,1,0,1,1,0,12,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
630,16,23,James Michaels,15,0,1,1,0,0,2,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
631,17,22,Zack Meier,12,0,1,1,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
632,18,30,Michael Newberger,22,0,0,0,0,0,2,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
633,19,1,William Owensby,5,0,0,0,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
634,20,33,Kurt Wegner,5,0,0,0,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
635,21,35,Zack Meier,2,0,0,0,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
636,22,33,Michael Pasterz,1,0,0,0,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
637,23,0,Elliot Fafinski,0,0,0,0,0,0,0,0,M2 Robert Morris University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724323.png
638,0,15,Riley Dixon,22,25,11,36,2,1,12,1,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
639,1,18,Alec Will,18,18,15,33,4,1,16,2,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
640,2,16,Sam Libke,20,9,23,32,0,0,10,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
641,3,9,Michael Behl,16,4,12,16,2,0,8,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
642,4,11,Luke Zelenak,16,4,10,14,1,0,28,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
643,5,8,Jake Pirkl,19,4,9,13,0,0,2,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
644,6,24,Colin Steinberg,22,1,9,10,0,0,27,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
645,7,5,Aaron Nussbaum,21,0,8,8,0,0,34,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
646,8,28,Cullen Guzzo,12,4,1,5,1,0,2,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
647,9,17,Cole Rau,16,2,3,5,1,1,32,1,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
648,10,6,Garek Yamamoto,21,0,4,4,0,0,2,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
649,11,7,John Lynn,16,1,1,2,0,0,28,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
650,12,27,Joseph Melser,20,0,2,2,0,0,10,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
651,13,21,Ethan Motquin,21,0,1,1,0,0,28,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
652,14,32,Eric Schmidley,17,0,1,1,0,0,2,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
653,15,14,Mitchell Gabel,14,0,1,1,0,0,8,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
654,16,1,Justin Hagstrom,7,0,0,0,0,0,0,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
655,17,23,Justin Hagstrom,2,0,0,0,0,0,4,0,M2 Saint Cloud State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721822.gif
656,0,7,Peter Lenz,14,11,7,18,3,0,12,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
657,1,6,Max Helgestad,14,5,10,15,0,0,8,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
658,2,11,Davis Carlson,15,6,7,13,0,1,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
659,3,23,Dylan Dubuque,13,6,5,11,0,1,8,2,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
660,4,17,Dylan Carr,12,4,7,11,0,1,8,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
661,5,10,Logan Woods,14,3,8,11,1,0,2,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
662,6,8,Trevor Vossen,14,7,3,10,0,0,8,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
663,7,20,Ryan Hall,11,3,7,10,1,0,4,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
664,8,21,Wyatt Packer,15,4,5,9,1,0,28,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
665,9,19,Sam Hanson,10,4,5,9,1,0,16,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
666,10,18,Evan Proudfit,14,3,6,9,1,0,14,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
667,11,14,Alex Wells,10,3,4,7,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
668,12,13,Ray Harren,15,2,4,6,0,0,8,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
669,13,2,Evan Atkins,13,0,6,6,0,0,2,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
670,14,3,Ethan Quick,11,4,1,5,0,0,2,2,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
671,15,16,Cole Ashley Grochowski,13,2,2,4,0,0,2,1,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
672,16,12,Schuyler Hedican,9,2,2,4,0,0,2,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
673,17,9,Jack Kelley,10,1,3,4,0,0,4,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
674,18,4,Jack Odegard,12,1,2,3,0,0,2,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
675,19,22,Samuel Karr,2,1,2,3,0,0,0,1,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
676,20,15,Ryan Copeland,7,1,1,2,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
677,21,23,Sawyer Schugel,2,1,0,1,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
678,22,5,Jared Lee,15,0,1,1,0,0,4,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
679,23,22,Caleb Bialke,4,0,1,1,0,0,2,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
680,24,39,Tyler Jensen,9,0,0,0,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
681,25,1,Nathaniel Gfroerer,4,0,0,0,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
682,26,0,Peter Janssen,3,0,0,0,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
683,27,14,Peter Harrington,3,0,0,0,0,0,0,0,M2 Saint Johns University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725975.png
684,0,9,Nick Corker,25,10,15,25,3,0,26,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
685,1,10,Patrick Pence,26,11,13,24,3,1,12,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
686,2,14,Luke Fairchild,25,12,10,22,1,3,18,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
687,3,2,Patrick Waterman,24,8,6,14,3,0,10,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
688,4,17,Jeffrey Au,26,6,7,13,1,0,38,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
689,5,12,Dylan Kelly,26,2,11,13,1,1,30,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
690,6,20,Bradley Terjelian,26,7,5,12,1,0,8,2,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
691,7,21,Arthur Sosin,26,6,3,9,0,0,8,2,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
692,8,18,Liam Knobbe,24,6,3,9,1,1,44,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
693,9,22,Max Fadell,21,4,4,8,2,0,28,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
694,10,24,Charlie West,25,2,6,8,0,0,45,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
695,11,19,Alec Derks,16,2,5,7,2,0,35,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
696,12,7,Jackson Jones,26,2,3,5,0,0,16,1,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
697,13,4,Tarek Baig,26,2,1,3,0,0,12,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
698,14,6,Joey Callahan,24,1,1,2,0,0,6,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
699,15,28,Nick Krivokuca,21,1,0,1,0,1,67,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
700,16,11,Andrew Ruesch,22,0,1,1,0,0,2,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
701,17,30,Cole Kaestner,21,0,1,1,0,0,16,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
702,18,5,Will Jackson,24,0,0,0,0,0,6,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
703,19,31,Jordon Douglas,7,0,0,0,0,0,0,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
704,20,1,Sean Hockenberry,3,0,0,0,0,0,0,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
705,21,16,Cole Kaestner,1,0,0,0,0,0,0,0,M2 Saint Louis University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724306.png
706,0,16,Shane Breslin,10,8,8,16,0,0,6,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
707,1,4,Mitchell Plonka,10,4,8,12,1,0,12,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
708,2,9,Jacob Coleman,9,5,5,10,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
709,3,0,Jared Hippman,8,3,6,9,2,0,6,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
710,4,5,Guy Cardinal,10,3,3,6,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
711,5,19,Collin Stehr,10,4,1,5,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
712,6,24,John Ogrady,7,1,4,5,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
713,7,29,Daniel Schmidt,5,1,2,3,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
714,8,17,Pat Kolias,2,1,1,2,0,0,8,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
715,9,20,Frank Saverino,10,0,2,2,0,0,6,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
716,10,15,Kohlton Babcock,8,0,2,2,0,0,2,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
717,11,28,Chase Stevens,8,0,2,2,0,0,2,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
718,12,2,Blaine Nienast,2,1,0,1,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
719,13,8,Alessio Caselli,10,0,1,1,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
720,14,6,Brady Gagne,7,0,1,1,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
721,15,22,Robbie Sobezak,4,0,1,1,0,0,4,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
722,16,25,Jordan Jacobson,8,0,0,0,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
723,17,31,Austin Bird,3,0,0,0,0,0,0,0,M2 Saint Marys University (MN),/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team725542.gif
724,0,20,Eric Simkowski,18,4,12,16,1,0,30,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
725,1,11,Ethan Wolfe,18,10,5,15,1,0,14,1,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
726,2,6,Johnny Metcalf,18,5,8,13,1,0,12,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
727,3,10,Aiden Lutz,12,5,3,8,0,0,2,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
728,4,8,Justin Ruether,18,6,1,7,0,0,12,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
729,5,9,Luke Franco,17,1,5,6,0,0,42,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
730,6,0,Jackson Luhrs,5,3,2,5,0,0,28,1,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
