Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img
5,5.0,Christopher Malone,11,3,1,4,0,0,44,0,M2 Texas State University,/static/img/backup.png
6,18.0,Colton Tyran,14,1,3,4,0,0,4,0,M2 Texas State University,/static/img/backup.png
7,15.0,Matthew Hill,12,3,0,3,0,0,79,0,M2 Texas State University,/static/img/backup.png
8,93.0,Colin Walt,12,1,2,3,0,0,10,0,M2 Texas State University,/static/img/backup.png
9,7.0,Andre Vanlew,9,1,1,2,0,0,18,0,M2 Texas State University,/static/img/backup.png
10,8.0,Michael Vrabel,2,1,1,2,0,0,2,0,M2 Texas State University,/static/img/backup.png
11,81.0,Zach Robinson,4,0,2,2,0,0,10,0,M2 Texas State University,/static/img/backup.png
12,67.0,Alan Guzman,16,1,0,1,1,0,15,0,M2 Texas State University,/static/img/backup.png
13,55.0,Arthur Hatgis,14,1,0,1,0,0,12,0,M2 Texas State University,/static/img/backup.png
14,2.0,Ryan Dupre,3,0,1,1,0,0,4,0,M2 Texas State University,/static/img/backup.png
15,71.0,Connor Roche,3,0,1,1,0,0,21,0,M2 Texas State University,/static/img/backup.png
16,77.0,Kaleb Perez,17,0,0,0,0,0,4,0,M2 Texas State University,/static/img/backup.png
17,3.0,Adam Saba,14,0,0,0,0,0,4,0,M2 Texas State University,/static/img/backup.png
18,21.0,Jonathan Divito,2,0,0,0,0,0,38,0,M2 Texas State University,/static/img/backup.png
19,88.0,Jake Kolodziejski,0,0,0,0,0,0,0,0,M2 Texas State University,/static/img/backup.png
20,,Shayne OBrien,0,0,0,0,0,0,0,0,M2 Texas State University,/static/img/backup.png
0,20,Ethan Stufflebeam,8,5,1,6,0,0,8,0,M2 Texas Tech University,/static/img/backup.png
1,11,Zachary Torma,8,1,2,3,1,0,8,0,M2 Texas Tech University,/static/img/backup.png
2,41,Steven Mcnamara,8,2,0,2,1,0,14,0,M2 Texas Tech University,/static/img/backup.png
3,10,Dylan Degeer,8,1,1,2,0,0,20,0,M2 Texas Tech University,/static/img/backup.png
4,54,Sullivan Sheahan,8,1,1,2,0,0,44,0,M2 Texas Tech University,/static/img/backup.png
5,87,Leo Straube,7,1,0,1,1,0,4,0,M2 Texas Tech University,/static/img/backup.png
6,2,Jacob Ashlock,5,1,0,1,1,0,4,0,M2 Texas Tech University,/static/img/backup.png
7,13,Roger Fernandes,8,0,1,1,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
8,47,Michael Brisbay,8,0,1,1,0,0,50,0,M2 Texas Tech University,/static/img/backup.png
9,59,Jacob Plattner,8,0,1,1,0,0,30,0,M2 Texas Tech University,/static/img/backup.png
10,0,Max Fischer,8,0,0,0,0,0,35,0,M2 Texas Tech University,/static/img/backup.png
11,23,Joe Desjardins,8,0,0,0,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
12,30,Carter Roehm,8,0,0,0,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
13,14,Demetrios Mihaltses,7,0,0,0,0,0,6,0,M2 Texas Tech University,/static/img/backup.png
14,7,Joshua Burke,4,0,0,0,0,0,10,0,M2 Texas Tech University,/static/img/backup.png
15,9,Connor Mclaughlin,4,0,0,0,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
16,15,Andrew Hill,4,0,0,0,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
17,0,Ryan Anderson,3,0,0,0,0,0,2,0,M2 Texas Tech University,/static/img/backup.png
18,0,Dylan Madden,2,0,0,0,0,0,0,0,M2 Texas Tech University,/static/img/backup.png
19,0,Keegan OReilly,1,0,0,0,0,0,2,0,M2 Texas Tech University,/static/img/backup.png
0,87,Travis Wood,5,4,7,11,0,0,2,1,M2 UC Davis,/static/img/backup.png
1,11,Michael Applegate,5,3,4,7,1,0,10,0,M2 UC Davis,/static/img/backup.png
2,18,Robert Polon,5,4,2,6,3,0,2,1,M2 UC Davis,/static/img/backup.png
3,19,Kazunori Machida,5,4,2,6,1,0,12,0,M2 UC Davis,/static/img/backup.png
4,39,Eli Hamlin,3,1,2,3,1,0,4,0,M2 UC Davis,/static/img/backup.png
5,17,Oliver Carlson,3,1,1,2,0,0,0,0,M2 UC Davis,/static/img/backup.png
6,9,Catherine Heyboer,3,0,2,2,0,0,0,0,M2 UC Davis,/static/img/backup.png
7,3,Jason Kollesavich,5,0,1,1,0,0,2,0,M2 UC Davis,/static/img/backup.png
8,25,Howard Dong,5,0,1,1,0,0,0,0,M2 UC Davis,/static/img/backup.png
9,55,Anthony Goldhawk,5,0,1,1,0,0,4,0,M2 UC Davis,/static/img/backup.png
10,24,Christopher Dunleavy,4,0,1,1,0,0,0,0,M2 UC Davis,/static/img/backup.png
11,21,Bill Zhang,3,0,1,1,0,0,4,0,M2 UC Davis,/static/img/backup.png
12,70,Josh Medelion,3,0,1,1,0,0,0,0,M2 UC Davis,/static/img/backup.png
13,31,Timur Katsnelson,5,0,0,0,0,0,0,0,M2 UC Davis,/static/img/backup.png
14,77,Madeline Frey,4,0,0,0,0,0,4,0,M2 UC Davis,/static/img/backup.png
15,40,Tryssa Deruyter,3,0,0,0,0,0,0,0,M2 UC Davis,/static/img/backup.png
16,45,Kevin Shaver,1,0,0,0,0,0,0,0,M2 UC Davis,/static/img/backup.png
17,80,Keisuke Teeple,1,0,0,0,0,0,0,0,M2 UC Davis,/static/img/backup.png
0,28,Ryan Yoshida,6,5,2,7,0,1,6,1,M2 UC Irvine,/static/img/backup.png
1,10,Nolan Mahaney,6,2,5,7,0,0,4,0,M2 UC Irvine,/static/img/backup.png
2,0,Nicholas Levi,3,2,1,3,0,0,0,1,M2 UC Irvine,/static/img/backup.png
3,9,Andy Garibyan,2,2,1,3,0,0,2,0,M2 UC Irvine,/static/img/backup.png
4,4,Kevin Oleary,5,1,2,3,0,0,0,0,M2 UC Irvine,/static/img/backup.png
5,22,Kyle Wong,6,0,3,3,0,0,0,0,M2 UC Irvine,/static/img/backup.png
6,16,Keisi Takaya,6,2,0,2,0,0,2,0,M2 UC Irvine,/static/img/backup.png
7,23,Jaime Tonge,6,2,0,2,1,0,8,0,M2 UC Irvine,/static/img/backup.png
8,51,Dylan Barreira,6,1,1,2,1,0,6,0,M2 UC Irvine,/static/img/backup.png
9,24,Adam Duforest,5,1,1,2,0,0,2,0,M2 UC Irvine,/static/img/backup.png
10,71,Crissostomos Villarreal,5,1,1,2,0,0,4,0,M2 UC Irvine,/static/img/backup.png
11,13,Matthew Robinson,5,0,2,2,0,0,0,0,M2 UC Irvine,/static/img/backup.png
12,8,Julian Rachman,5,1,0,1,0,0,0,0,M2 UC Irvine,/static/img/backup.png
13,14,Nicholas Detwiler,5,1,0,1,0,0,2,0,M2 UC Irvine,/static/img/backup.png
14,15,Joseph Carbone,6,0,1,1,0,0,0,0,M2 UC Irvine,/static/img/backup.png
15,84,Faraz Ansari,6,0,1,1,0,0,2,0,M2 UC Irvine,/static/img/backup.png
16,91,Ryan MacDonell,4,0,1,1,0,0,2,0,M2 UC Irvine,/static/img/backup.png
17,69,Merle Dewitt,6,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
18,82,Thomas Yung,6,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
19,1,Vincent Dunton,5,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
20,36,Anders Oerding,5,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
21,3,Samuel Cain,3,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
22,11,Kurumi Babe,3,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
23,19,Guido Pacheco,3,0,0,0,0,0,0,0,M2 UC Irvine,/static/img/backup.png
0,0,Alexei Davis,9,16,4,20,0,0,0,1,M2 UC San Diego,/static/img/backup.png
1,0,Charles Palmer,4,2,6,8,0,0,2,2,M2 UC San Diego,/static/img/backup.png
2,0,Kent Pinz,7,5,1,6,0,0,4,0,M2 UC San Diego,/static/img/backup.png
3,19,a Franke,6,5,0,5,0,0,0,1,M2 UC San Diego,/static/img/backup.png
4,16,A Connor,7,4,1,5,0,0,6,0,M2 UC San Diego,/static/img/backup.png
5,0,Dylan Behseresht,4,3,1,4,0,0,2,0,M2 UC San Diego,/static/img/backup.png
6,0,Kevin Schlitz,6,3,0,3,0,0,0,0,M2 UC San Diego,/static/img/backup.png
7,88,Ian Rebmann,3,2,0,2,1,1,0,0,M2 UC San Diego,/static/img/backup.png
8,0,Nolan Karma,9,1,0,1,0,0,0,0,M2 UC San Diego,/static/img/backup.png
9,0,Dexter Hamilton,4,1,0,1,1,0,0,0,M2 UC San Diego,/static/img/backup.png
10,91,Bryce Lincoln,2,0,1,1,0,0,0,0,M2 UC San Diego,/static/img/backup.png
11,0,Bobby Nhan,1,0,1,1,0,0,4,0,M2 UC San Diego,/static/img/backup.png
12,5,Patrick Salmas,4,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
13,0,Connor Tabone,2,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
14,7,Sean McCann,2,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
15,0,Adam Yoshinaga,1,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
16,46,,1,0,0,0,0,0,2,0,M2 UC San Diego,/static/img/backup.png
17,0,Ivan Castillo,0,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
18,0,Julian Valdez,0,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
19,0,Harout Joulfayan,0,0,0,0,0,0,0,0,M2 UC San Diego,/static/img/backup.png
0,10,Justin Driffill,18,18,22,40,1,2,4,0,M2 UC Santa Barbara,/static/img/backup.png
1,11,Nishay Chitale,16,22,15,37,1,0,4,1,M2 UC Santa Barbara,/static/img/backup.png
2,8,Cole Slenkovich,18,16,19,35,2,1,4,1,M2 UC Santa Barbara,/static/img/backup.png
3,97,Zac Anchondo,11,9,10,19,0,0,0,1,M2 UC Santa Barbara,/static/img/backup.png
4,12,Nick Arenberg,18,8,10,18,0,0,12,0,M2 UC Santa Barbara,/static/img/backup.png
5,22,Ryan Anderson,18,7,11,18,0,0,0,1,M2 UC Santa Barbara,/static/img/backup.png
6,9,Christopher Ewasiuk,9,6,6,12,1,0,4,0,M2 UC Santa Barbara,/static/img/backup.png
7,34,Justin Jiang,11,4,7,11,0,0,6,1,M2 UC Santa Barbara,/static/img/backup.png
8,4,Mitchell Kiner,18,2,9,11,0,0,6,2,M2 UC Santa Barbara,/static/img/backup.png
9,3,Ryan Schmitz,17,1,9,10,0,0,8,0,M2 UC Santa Barbara,/static/img/backup.png
10,71,Anton Kulinich,18,5,4,9,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
11,19,Brandon Katz,18,1,8,9,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
12,14,Vinny Abdallah,12,4,3,7,0,0,0,2,M2 UC Santa Barbara,/static/img/backup.png
13,88,Ham Saad,14,4,2,6,0,0,2,0,M2 UC Santa Barbara,/static/img/backup.png
14,18,Demetri Strategos,17,1,5,6,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
15,33,Christopher Crews Holloway,17,1,5,6,0,0,4,1,M2 UC Santa Barbara,/static/img/backup.png
16,90,Maxwell Gordon,13,2,1,3,0,0,2,0,M2 UC Santa Barbara,/static/img/backup.png
17,15,Steven Jellen,6,1,1,2,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
18,69,Wheel Nikhil,5,1,0,1,0,0,0,1,M2 UC Santa Barbara,/static/img/backup.png
19,31,Lennon Karma,9,0,1,1,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
20,32,Logan Guerrero,9,0,0,0,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
21,24,Matt Lobiondo,4,0,0,0,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
22,1,Nikhil Agrawal,3,0,0,0,0,0,0,0,M2 UC Santa Barbara,/static/img/backup.png
0,0,Jarrett Chen,3,4,1,5,1,0,8,0,M2 UC Santa Cruz,/static/img/backup.png
1,0,Ryan Robinson,4,3,1,4,0,0,2,0,M2 UC Santa Cruz,/static/img/backup.png
2,0,John Abendroth,4,1,3,4,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
3,0,Simon Lemay,4,2,0,2,0,0,0,1,M2 UC Santa Cruz,/static/img/backup.png
4,0,Sachin Deshpande,3,2,0,2,0,0,4,0,M2 UC Santa Cruz,/static/img/backup.png
5,0,Cameron Elswick,4,1,1,2,1,0,4,0,M2 UC Santa Cruz,/static/img/backup.png
6,0,Samuel Neff,1,0,2,2,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
7,0,Kentaro Watanabe,4,1,0,1,0,0,4,0,M2 UC Santa Cruz,/static/img/backup.png
8,0,Thomas Grass,4,0,1,1,0,0,19,0,M2 UC Santa Cruz,/static/img/backup.png
9,0,Casey Wu,4,0,0,0,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
10,0,Chase Schulenburg,3,0,0,0,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
11,0,Camden Ricci,2,0,0,0,0,0,2,0,M2 UC Santa Cruz,/static/img/backup.png
12,0,Henry Bordeaux,0,0,0,0,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
13,0,Dionne Ang,0,0,0,0,0,0,0,0,M2 UC Santa Cruz,/static/img/backup.png
0,25,Griffin Mccarty,19,25,13,38,5,1,6,3,M2 UCLA,/static/img/backup.png
1,8,Justin Kaufman,16,12,11,23,0,1,8,1,M2 UCLA,/static/img/backup.png
2,11,Cameron Khuong,15,8,13,21,1,0,8,1,M2 UCLA,/static/img/backup.png
3,20,Evan Rittenhouse,9,7,10,17,1,1,6,0,M2 UCLA,/static/img/backup.png
4,23,Leo Gretzinger,14,7,9,16,0,0,14,1,M2 UCLA,/static/img/backup.png
5,29,Benjamin Baker,17,6,10,16,2,0,12,0,M2 UCLA,/static/img/backup.png
6,12,Billy Zegras,18,3,9,12,0,0,32,0,M2 UCLA,/static/img/backup.png
7,21,Duke Fishman,7,4,5,9,0,0,6,0,M2 UCLA,/static/img/backup.png
8,26,Alex Tam,19,5,3,8,0,0,10,1,M2 UCLA,/static/img/backup.png
9,27,Paul James Smigliani,19,0,7,7,0,0,10,0,M2 UCLA,/static/img/backup.png
10,13,Roger Zhang,13,2,4,6,1,0,8,0,M2 UCLA,/static/img/backup.png
11,66,Alex Pang,13,1,3,4,0,0,0,0,M2 UCLA,/static/img/backup.png
12,0,Cameron Macewen,6,1,3,4,0,0,2,0,M2 UCLA,/static/img/backup.png
13,4,Tyler Sheppy,19,0,4,4,0,0,2,0,M2 UCLA,/static/img/backup.png
14,19,Aaron Minkov,14,2,1,3,0,0,0,0,M2 UCLA,/static/img/backup.png
15,15,Nate Marshall,17,1,2,3,0,0,16,0,M2 UCLA,/static/img/backup.png
16,7,Shin Beecher,9,1,2,3,1,0,0,0,M2 UCLA,/static/img/backup.png
17,3,Will Laycock,11,2,0,2,0,0,22,0,M2 UCLA,/static/img/backup.png
18,32,Ashwin Deena,16,1,1,2,0,0,32,0,M2 UCLA,/static/img/backup.png
19,10,Ted Johnson,14,1,1,2,0,0,0,0,M2 UCLA,/static/img/backup.png
20,2,Rishi Patel,6,1,1,2,0,0,0,0,M2 UCLA,/static/img/backup.png
21,9,Richard Zhou,7,0,2,2,0,0,8,0,M2 UCLA,/static/img/backup.png
22,1,Alan Mcivor,9,0,1,1,0,0,0,0,M2 UCLA,/static/img/backup.png
23,6,Jonathan Lam,15,0,0,0,0,0,25,0,M2 UCLA,/static/img/backup.png
24,48,Matthew Bohdan,13,0,0,0,0,0,2,0,M2 UCLA,/static/img/backup.png
25,1,Max Muller,1,0,0,0,0,0,0,0,M2 UCLA,/static/img/backup.png
26,7,Tyler Shin,1,0,0,0,0,0,0,0,M2 UCLA,/static/img/backup.png
27,20,Andrew Chang,1,0,0,0,0,0,0,0,M2 UCLA,/static/img/backup.png
0,7,Trey Konsella,24,19,20,39,2,0,40,2,M2 University of Colorado,/static/img/backup.png
1,9,Brad Kittrel,27,20,14,34,4,0,20,3,M2 University of Colorado,/static/img/backup.png
2,92,Graehm Konsella,27,12,15,27,4,2,16,1,M2 University of Colorado,/static/img/backup.png
3,11,Charlie Kapp,25,8,14,22,1,0,0,0,M2 University of Colorado,/static/img/backup.png
4,15,Bradley Huggins,26,13,8,21,1,0,15,2,M2 University of Colorado,/static/img/backup.png
5,46,Jacob Reynolds,24,12,9,21,2,0,6,0,M2 University of Colorado,/static/img/backup.png
6,16,Will Schaidler,22,8,11,19,1,0,27,1,M2 University of Colorado,/static/img/backup.png
7,27,Brennen Kim,21,6,6,12,2,0,23,0,M2 University of Colorado,/static/img/backup.png
8,4,Aaron Forman,26,2,5,7,0,0,24,0,M2 University of Colorado,/static/img/backup.png
9,0,Carter Yang,14,1,6,7,0,0,4,0,M2 University of Colorado,/static/img/backup.png
10,19,Christian Backes,26,0,7,7,0,0,23,0,M2 University of Colorado,/static/img/backup.png
11,23,Joseph Vanbeek,22,3,3,6,0,0,14,0,M2 University of Colorado,/static/img/backup.png
12,21,Stuart Shanley,18,3,3,6,1,0,24,0,M2 University of Colorado,/static/img/backup.png
13,44,Andrew Nolan,26,1,5,6,1,0,14,1,M2 University of Colorado,/static/img/backup.png
14,5,Fischer Sutherland,23,1,5,6,0,0,16,0,M2 University of Colorado,/static/img/backup.png
15,10,Nathan Brown,13,2,3,5,1,0,4,0,M2 University of Colorado,/static/img/backup.png
16,25,Will Butterfield,14,4,0,4,1,0,4,1,M2 University of Colorado,/static/img/backup.png
17,17,Joe Lawton,16,2,2,4,0,0,8,0,M2 University of Colorado,/static/img/backup.png
18,22,Nick Diponio,27,1,3,4,0,0,0,1,M2 University of Colorado,/static/img/backup.png
19,6,Zach Wesley,22,2,1,3,0,1,10,1,M2 University of Colorado,/static/img/backup.png
20,68,Bryce Kurtz,12,0,3,3,0,0,2,0,M2 University of Colorado,/static/img/backup.png
21,13,Cole Berkin,10,0,2,2,0,0,4,0,M2 University of Colorado,/static/img/backup.png
22,18,Emmett Hoins,9,0,2,2,0,0,2,0,M2 University of Colorado,/static/img/backup.png
23,3,Abi Seigel,7,0,2,2,0,0,0,0,M2 University of Colorado,/static/img/backup.png
24,24,Lee Allen,8,1,0,1,0,0,4,1,M2 University of Colorado,/static/img/backup.png
25,8,Will Peters,9,0,1,1,0,0,6,0,M2 University of Colorado,/static/img/backup.png
26,1,Charles Goetzke,13,0,0,0,0,0,0,0,M2 University of Colorado,/static/img/backup.png
27,2,Matthew Massaro,11,0,0,0,0,0,2,0,M2 University of Colorado,/static/img/backup.png
28,30,Ranger Beguelin,6,0,0,0,0,0,0,0,M2 University of Colorado,/static/img/backup.png
29,35,Ben Wexler,4,0,0,0,0,0,0,0,M2 University of Colorado,/static/img/backup.png
0,15,David Waterman,14,13,8,21,0,1,63,1,M2 University of Denver,/static/img/backup.png
1,18,Alec Smith,11,3,9,12,1,0,16,0,M2 University of Denver,/static/img/backup.png
2,20,John Ostrom,9,5,5,10,0,0,21,0,M2 University of Denver,/static/img/backup.png
3,8,Kyle Washkalavitch,15,4,6,10,1,0,50,1,M2 University of Denver,/static/img/backup.png
4,26,Matthew Walker,16,7,2,9,1,0,0,1,M2 University of Denver,/static/img/backup.png
5,24,Charles Hollington,15,4,4,8,3,0,14,0,M2 University of Denver,/static/img/backup.png
6,19,Will Howhannesian,19,2,6,8,0,0,16,0,M2 University of Denver,/static/img/backup.png
7,29,Nathan Sirett,14,6,1,7,3,0,8,1,M2 University of Denver,/static/img/backup.png
8,11,Thorin Stormo,20,1,6,7,0,0,48,0,M2 University of Denver,/static/img/backup.png
9,28,Josh Rubin,9,3,3,6,2,0,8,0,M2 University of Denver,/static/img/backup.png
10,21,Trevor Wolf,13,1,5,6,0,0,18,0,M2 University of Denver,/static/img/backup.png
11,13,James Dietrich,12,1,5,6,0,0,33,0,M2 University of Denver,/static/img/backup.png
12,9,Jaret Roberts,17,2,2,4,1,0,6,0,M2 University of Denver,/static/img/backup.png
13,22,Ryan Gandy,2,1,3,4,0,0,8,0,M2 University of Denver,/static/img/backup.png
14,10,Grant Boos,17,0,3,3,0,0,8,0,M2 University of Denver,/static/img/backup.png
15,27,Ryerson Birkerts,20,0,2,2,0,0,41,0,M2 University of Denver,/static/img/backup.png
16,5,Jonathan Barsness,15,0,2,2,0,0,4,0,M2 University of Denver,/static/img/backup.png
17,17,Garrett Howhannesian,3,0,2,2,0,0,7,0,M2 University of Denver,/static/img/backup.png
18,6,Ian Gindhart,12,1,0,1,0,0,21,0,M2 University of Denver,/static/img/backup.png
19,4,Jack Sullivan,7,1,0,1,1,0,2,0,M2 University of Denver,/static/img/backup.png
20,30,Robert Leslie,15,0,0,0,0,0,2,0,M2 University of Denver,/static/img/backup.png
21,7,Brian Armijo,8,0,0,0,0,0,12,0,M2 University of Denver,/static/img/backup.png
22,23,Jack Knapp,5,0,0,0,0,0,8,0,M2 University of Denver,/static/img/backup.png
23,1,Conlan Mann,4,0,0,0,0,0,0,0,M2 University of Denver,/static/img/backup.png
24,40,Bryan Sharp,4,0,0,0,0,0,0,0,M2 University of Denver,/static/img/backup.png
25,3,Jack Kidder,2,0,0,0,0,0,0,0,M2 University of Denver,/static/img/backup.png
0,69,Logan Warren,5,4,3,7,0,0,8,0,M2 University of Idaho,/static/img/backup.png
1,24,Dustin Doan,5,4,0,4,0,0,4,0,M2 University of Idaho,/static/img/backup.png
2,10,Matthew Manson,4,2,0,2,0,1,2,0,M2 University of Idaho,/static/img/backup.png
3,10,Gavin Hewett,3,1,1,2,0,0,0,0,M2 University of Idaho,/static/img/backup.png
4,8,Zach Black,5,0,2,2,0,0,8,0,M2 University of Idaho,/static/img/backup.png
5,59,Louis Weston,1,0,2,2,0,0,0,0,M2 University of Idaho,/static/img/backup.png
6,13,Brendan Petro,4,1,0,1,0,0,2,0,M2 University of Idaho,/static/img/backup.png
7,16,Gavin Keim,5,0,1,1,0,0,0,0,M2 University of Idaho,/static/img/backup.png
8,40,Austin Smith,5,0,1,1,0,0,0,0,M2 University of Idaho,/static/img/backup.png
9,12,Breanna Murdoch,4,0,1,1,0,0,0,0,M2 University of Idaho,/static/img/backup.png
10,19,Tim Barningham,2,0,1,1,0,0,2,0,M2 University of Idaho,/static/img/backup.png
11,5,Cole Kubic,5,0,0,0,0,0,2,0,M2 University of Idaho,/static/img/backup.png
12,7,Talbot Rueppel,5,0,0,0,0,0,2,0,M2 University of Idaho,/static/img/backup.png
13,2,Stockton Raines,4,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
14,15,Wyatt Tatakis,4,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
15,22,Joe Sprinkel,4,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
16,40,Austin Smith,4,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
17,11,Xavier Murdoch,3,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
18,27,Dawson Burgess,3,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
19,14,Seth Carnahan,2,0,0,0,0,0,0,0,M2 University of Idaho,/static/img/backup.png
0,21,Braxton Neas,21,10,8,18,3,1,6,1,M2 University of Jamestown,/static/img/backup.png
1,5,Jacob Hepburn,21,3,11,14,0,0,69,0,M2 University of Jamestown,/static/img/backup.png
2,11,Casey Noyes,22,6,6,12,1,0,2,0,M2 University of Jamestown,/static/img/backup.png
3,45,Joshua Decarolis,19,4,8,12,0,0,12,0,M2 University of Jamestown,/static/img/backup.png
4,22,Connor Rollo,21,5,5,10,1,0,30,1,M2 University of Jamestown,/static/img/backup.png
5,3,Gunnar Gibbs,22,1,9,10,0,0,41,0,M2 University of Jamestown,/static/img/backup.png
6,20,Kegan Wright,20,3,1,4,1,0,23,0,M2 University of Jamestown,/static/img/backup.png
7,44,Graham Day,18,1,2,3,0,0,16,0,M2 University of Jamestown,/static/img/backup.png
8,15,Lomar Van Rooijen,19,1,1,2,0,0,6,0,M2 University of Jamestown,/static/img/backup.png
9,7,Tanner Chastek,22,0,1,1,0,0,4,0,M2 University of Jamestown,/static/img/backup.png
10,4,Justin Mackey,20,0,1,1,0,0,0,0,M2 University of Jamestown,/static/img/backup.png
11,10,Alex Elchuck,16,0,1,1,0,0,0,0,M2 University of Jamestown,/static/img/backup.png
12,1,Cameron McIntosh,7,0,1,1,0,0,0,0,M2 University of Jamestown,/static/img/backup.png
13,30,Samuel Potter,8,0,0,0,0,0,0,0,M2 University of Jamestown,/static/img/backup.png
14,31,Dylan Ossachuk,4,0,0,0,0,0,0,0,M2 University of Jamestown,/static/img/backup.png
0,11,Alexander Flicek,50,34,33,67,2,1,22,9,M2 University of Mary,/static/img/backup.png
1,21,Zachery Garrett,50,23,36,59,6,3,61,2,M2 University of Mary,/static/img/backup.png
2,26,Kyler Moore,50,22,36,58,3,0,18,7,M2 University of Mary,/static/img/backup.png
3,7,Seth Cushing,49,37,20,57,6,2,20,6,M2 University of Mary,/static/img/backup.png
4,27,Johnny Witzke,49,21,29,50,4,0,16,1,M2 University of Mary,/static/img/backup.png
5,10,Dalton Johnson,47,20,24,44,10,1,32,2,M2 University of Mary,/static/img/backup.png
6,19,Andrew Huber,48,24,16,40,7,4,58,3,M2 University of Mary,/static/img/backup.png
7,16,Matt Winkle,42,9,30,39,2,0,36,0,M2 University of Mary,/static/img/backup.png
8,4,Marshall Tschida,50,13,24,37,6,0,10,3,M2 University of Mary,/static/img/backup.png
9,25,Mathew Janke,42,7,21,28,1,0,40,1,M2 University of Mary,/static/img/backup.png
10,6,Phillip Silveria,48,12,15,27,1,1,95,1,M2 University of Mary,/static/img/backup.png
11,2,Drew Lenertz,50,3,24,27,2,0,14,0,M2 University of Mary,/static/img/backup.png
12,32,Logan Kraft,42,8,17,25,0,0,36,2,M2 University of Mary,/static/img/backup.png
13,15,Andrew Heckaman,46,6,16,22,0,0,26,1,M2 University of Mary,/static/img/backup.png
14,3,Alexander Horner,35,5,12,17,1,0,14,0,M2 University of Mary,/static/img/backup.png
15,20,Jonathan Sundell,50,2,15,17,1,0,8,0,M2 University of Mary,/static/img/backup.png
16,22,Cody Shepard,36,4,9,13,0,0,61,0,M2 University of Mary,/static/img/backup.png
17,14,Cyril Nagurski,44,3,9,12,0,0,25,1,M2 University of Mary,/static/img/backup.png
18,17,Paul Witzke,27,2,5,7,1,0,2,0,M2 University of Mary,/static/img/backup.png
19,23,Noah Scordato,24,2,5,7,1,0,8,0,M2 University of Mary,/static/img/backup.png
20,8,David Ruiz,25,0,6,6,0,0,13,0,M2 University of Mary,/static/img/backup.png
21,29,Kyle Hayden,26,0,3,3,0,0,2,0,M2 University of Mary,/static/img/backup.png
22,1,Lance Knudson,25,0,1,1,0,0,0,0,M2 University of Mary,/static/img/backup.png
23,30,Maysion Mattern,5,0,0,0,0,0,0,0,M2 University of Mary,/static/img/backup.png
0,13,Eric Eaton,13,19,13,32,0,2,4,0,M2 University of North Texas,/static/img/backup.png
1,17,Chase Deacon,16,10,13,23,3,0,6,0,M2 University of North Texas,/static/img/backup.png
2,44,Kevin Ely,15,3,8,11,0,0,8,0,M2 University of North Texas,/static/img/backup.png
3,19,Felix Schroeer,12,1,8,9,0,1,10,0,M2 University of North Texas,/static/img/backup.png
4,8,Joshua Wright Perry,15,0,7,7,0,0,14,0,M2 University of North Texas,/static/img/backup.png
5,25,James Lamm,12,4,2,6,0,0,14,0,M2 University of North Texas,/static/img/backup.png
6,5,Adam Maurer,10,2,3,5,0,0,13,0,M2 University of North Texas,/static/img/backup.png
